,"Cluster 2122Rv3854c, ethA, Monooxygenase EthA (EC 1.-.-.-)_9","Cluster 2980Rv2780, ald, Alanine dehydrogenase (EC 1.4.1.1)_4","Cluster 3373Rv1184c, Rv1184c, FIG01386146: Possible exported protein, Rv1184c_2","Cluster 6929Rv1334, mec, CysO-cysteine peptidase_2","Cluster 5664Rv3421c, Rv3421c, TsaB protein, required for threonylcarbamoyladenosine (t(6)A) formation in tRNA_2","Cluster 6929Rv1334, mec, CysO-cysteine peptidase_1","Cluster 87260, 0, Hydrogen peroxide-inducible genes activator_1","Cluster 5593Rv1222, rseA, Anti-sigma factor RseA_7","Cluster 1916Rv2996c, serA1, D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)_4","Cluster 2227Rv0758, phoR, Two-component system response phosphate sensor kinase, PhoR_2","Cluster 5575Rv3160c, Rv3160c, Transcriptional regulator, AcrR family_3","Cluster 9540Rv1888A, Rv1888A, O-Methyltransferase involved in polyketide biosynthesis_1","Cluster 6999Rv0301, vapC2, Toxin 1, PIN domain_1","Cluster 3774Rv3336c, trpS, Tryptophanyl-tRNA synthetase (EC 6.1.1.2)_1","Cluster 7317Rv2656c, Rv2656c, Probable phiRv1 phage protein_3","Cluster 6316Rv3471c, Rv3471c, Mannose-6-phosphate isomerase_3","Cluster 7317Rv2656c, Rv2656c, Probable phiRv1 phage protein_1","Cluster 2117Rv2680, Rv2680, Uncharacterized protein Q1 colocalized with Q_6","Cluster 7362Rv1690, lprJ, Possible lipoprotein LprJ_2","Cluster 3925Rv1647, Rv1647, Purine cyclase-related protein_1","Cluster 3137Rv2786c, ribF, FMN adenylyltransferase (EC 2.7.7.2) / Riboflavin kinase (EC 2.7.1.26)_1","Cluster 2698Rv3565, aspB, Valine--pyruvate aminotransferase (EC 2.6.1.66)_5","Cluster 3373Rv1184c, Rv1184c, FIG01386146: Possible exported protein, Rv1184c_5","Cluster 2438Rv3432c, gadB, Glutamate decarboxylase (EC 4.1.1.15)_1","Cluster 4070Rv2151c, ftsQ, Cell division protein FtsQ_2","Cluster 4980Rv1591, Rv1591, Putative transmembrane protein_3","Cluster 1047Rv1923, lipD, Esterase A_2","Cluster 1158Rv1564c, treX, Glycogen debranching enzyme (EC 3.2.1.-)_1","Cluster 7362Rv1690, lprJ, Possible lipoprotein LprJ_1","Cluster 2954Rv3423c, alr, Alanine racemase (EC 5.1.1.1)_2","Cluster 6032Rv0921, Rv0921, Resolvase_4","Cluster 4070Rv2151c, ftsQ, Cell division protein FtsQ_1","Cluster 5706Rv0821c, phoY2, Phosphate transport system regulatory protein PhoU_1","Cluster 2256Rv1129c, Rv1129c, XRE family transcriptional regulator MSMEG_6643_1","Cluster 5949Rv1556, Rv1556, Transcriptional regulator, AcrR family_6","Cluster 7820Rv3891c, esxD, Esat-6 like protein EsxD_4","Cluster 1391Rv1819c, bacA, ABC transporter, ATP-binding protein_4","Cluster 3188Rv3822, Rv3822, FIG01386146: Possible exported protein, Rv1184c_1","Cluster 2541Rv2731, Rv2731, ATPase involved in DNA repair_3","Cluster 2438Rv3432c, gadB, Glutamate decarboxylase (EC 4.1.1.15)_3","Cluster 6999Rv0301, vapC2, Toxin 1, PIN domain_2","Cluster 5114Rv1483, fabG1, 3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)_1","Cluster 748Rv1668c, Rv1668c, ABC transporter, ATP-binding protein_3","Cluster 4738Rv1484, inhA, Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)_1","Cluster 5858Rv0891c, Rv0891c, Adenylyl cyclase class-3/4/guanylyl cyclase_5","Cluster 6186Rv0177, Rv0177, FIG00821219: MCE associated membrane protein_5","Cluster 7820Rv3891c, esxD, Esat-6 like protein EsxD_2","Cluster 5395Rv0981, mprA, Mycobacterial persistence regulator MprA (Two component response transcriptional regulatory protein)_3","Cluster 7316Rv0827c, kmtR, Transcriptional regulator, ArsR family_4","Cluster 3137Rv2786c, ribF, FMN adenylyltransferase (EC 2.7.7.2) / Riboflavin kinase (EC 2.7.1.26)_3","Cluster 4855Rv1857, modA, Molybdenum ABC transporter, periplasmic molybdenum-binding protein ModA (TC 3.A.1.8.1)_1","Cluster 2262Rv2425c, Rv2425c, VWA containing CoxE family protein_1","Cluster 5114Rv1483, fabG1, 3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)_2","Cluster 1916Rv2996c, serA1, D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)_1","Cluster 3219Rv0003, recF, DNA recombination and repair protein RecF_2","Cluster 3774Rv3336c, trpS, Tryptophanyl-tRNA synthetase (EC 6.1.1.2)_2","Cluster 59380, 0, RNA polymerase sigma-70 factor, ECF subfamily_3","Cluster 6186Rv0177, Rv0177, FIG00821219: MCE associated membrane protein_2","Cluster 8447Rv1107c, xseB, Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)_5","Cluster 3176Rv1267c, embR, transcriptional regulator, AfsR/DnrI/RedD family_1"
"Cluster 5575Rv3160c, Rv3160c, Transcriptional regulator, AcrR family_3",-0.22287603682438306,-0.09506837008775008,-0.1649410097590981,0.0,0.060300032250696085,0.0,-0.09981557262505569,0.0,0.0,-0.12924345052882374,1.0,0.1566540369757074,0.0,0.0,0.0,0.0,-0.1148420085927155,0.0,0.05782445781565019,0.0,0.10190094899023264,0.0,-0.1169730566083405,-0.09663239543731113,0.13577014040634725,-0.21858891842423697,0.05653657681291783,-0.15817019277753738,0.0,0.06153490649783481,0.0,-0.08552533983360151,0.05742954212102662,-0.06406051312052845,0.234867557445008,-0.24596662984759465,0.0,0.0,0.0,-0.11256697703180474,0.0,0.19749916315596516,0.0,-0.07893463487743144,0.0,0.08120349279449937,0.0,0.0,-0.10688013197268124,0.0,0.06439667075678014,0.09805653175496631,0.0,-0.08264614203749117,0.0,-0.08549901057472462,0.08046236200821223,0.09671164933691745,0.0,0.08909054714346362
"Cluster 9540Rv1888A, Rv1888A, O-Methyltransferase involved in polyketide biosynthesis_1",-0.2657001828049426,-0.18536905157796638,-0.1424344314848502,0.15660253941769853,0.0,0.0,-0.2266970253797491,0.0,0.18059369351661309,-0.17327611795581507,0.1566540369757074,1.0,0.06622409968824353,0.19024106187864687,0.0,0.26233586290708005,-0.13753072939931704,-0.1773644838633663,0.06503478718011174,0.14912008545748973,0.14730902824093023,0.0,0.0,0.0,0.0,-0.13619542871365833,0.06025002446400642,-0.24969885911140666,0.0936612828599364,-0.05436960023960276,0.0,0.0,0.07535879522178043,0.0,0.0,-0.05390470954464247,-0.15298390004788992,0.0,0.0,-0.13936274240827584,0.055473843195307355,0.0822219383526931,0.0,-0.10973271336102529,0.0,0.052928330727278546,0.0,0.0,0.06052303204252594,0.0,0.10965169176545453,-0.08735812317168058,0.0,0.11272002000531753,0.0,0.0,-0.08838336484620621,0.0,0.08186541429263054,0.28213921978333956
"Cluster 6999Rv0301, vapC2, Toxin 1, PIN domain_1",-0.18260414720552826,-0.20957727289466724,-0.16617463227508217,0.0,0.0,0.0,-0.09301798330136876,-0.08639527550781315,0.0,-0.23611254070702603,0.0,0.06622409968824353,1.0,0.11297636551942575,0.1765455339184368,-0.10419688455224457,0.07420540430274053,0.0,0.07435099456963573,0.0,0.11788949312633326,-0.06453247103342633,-0.08104112333054425,-0.12174094310792949,-0.12486927426645984,-0.17644454978798108,0.0,0.0,0.0,-0.13568393355760874,0.09151066788987999,0.0,0.0,0.0,0.10200394379613403,0.0,-0.07597005295592933,0.0,0.060905034261231485,-0.16762344680826552,0.48916893156505764,-0.05874084067756709,0.0,-0.14223195840168484,0.0,0.0,0.0,0.12789836226246928,0.07276981792316392,0.0720338250720062,-0.06837279157372665,0.0,0.0,-0.07395404723858219,0.0,0.0,0.0,-0.10271781992353868,0.0,0.08436269296603471
"Cluster 3774Rv3336c, trpS, Tryptophanyl-tRNA synthetase (EC 6.1.1.2)_1",-0.20538088171173877,-0.18417667267151283,0.0,0.07199396384099231,0.15554151348236825,-0.05543949135587298,-0.10571900774423318,0.0,0.1080602389392274,-0.2151888630772193,0.0,0.19024106187864687,0.11297636551942575,1.0,0.05351921788995739,0.0,-0.1529691214670211,0.0,0.08215875948567741,0.0,0.0,0.0,0.0,-0.06666120115978001,0.0,0.0,0.0,-0.13628768413286013,0.0,0.0,-0.06671996745865899,0.0,0.0,-0.14897197851829652,-0.14665574293381295,-0.10106013028598747,-0.09628449089598017,0.09343915983985832,0.1154661529373331,-0.058849003310975985,0.0997101356592709,0.09902749342048711,-0.1466905276879912,-0.12259482531753517,0.0,0.0,0.0,0.0,0.08725731948818409,-0.051945547026932555,-0.10144974390598276,-0.1320485648139734,0.05403963089779481,0.14023607946845457,0.0,0.0800980714704121,0.0,0.0,0.0,0.12647514532258317
"Cluster 7317Rv2656c, Rv2656c, Probable phiRv1 phage protein_3",-0.26433472839103833,-0.12088845144354503,-0.4025333582505795,-0.17877758586368928,0.12212958409281191,0.0,-0.15254849691378125,-0.10688335881750508,0.0,-0.22741078767357398,0.0,0.0,0.1765455339184368,0.05351921788995739,1.0,0.0,0.33674667189289986,0.0,0.2545524678207745,0.06804148662704398,0.0,-0.12306479095972796,-0.3419288080371908,0.14377285425353237,0.2105384381369576,0.0,0.0,-0.06891562263412082,0.22679655476219235,0.0,-0.19760672208868546,0.10455258066794022,0.0,0.07257022823824057,0.17480416451722125,0.0,0.0,0.0,0.06393705757328463,-0.15383354851019646,0.16034953151727752,0.05757085076120095,-0.0873189869410299,-0.1154205771386323,0.0,-0.07469725707253662,0.07656193901991105,0.07242036523990461,0.0,-0.06480354548097238,0.056763475033419074,0.0,0.13143623593400844,0.0,0.0,0.07045982753974363,0.0,-0.14791366960280586,0.0,0.05576009157658627
"Cluster 6316Rv3471c, Rv3471c, Mannose-6-phosphate isomerase_3",-0.18175607841689934,-0.06437400454706271,-0.09679752102161317,0.08919910441517083,0.0,0.0,-0.0679302467786183,0.0,0.0,-0.1860471487073695,0.0,0.26233586290708005,-0.10419688455224457,0.0,0.0,1.0,0.0,0.12063604722244592,0.09191370590778113,0.0664090212785058,0.06258950705101791,0.0,0.0,0.0,0.0,0.0,0.09058669835977859,0.062369344544085346,0.0662029294923814,-0.12365487828570348,0.0,0.0,0.09828923605720466,0.05345735360965112,0.0,-0.07045578642216055,-0.09791888073933201,0.0,0.0,0.0,0.0,0.0,0.062132233901259874,0.0,-0.13962347404838546,0.0,0.0,-0.08355602491456689,0.0,0.11862843501086857,0.0757193626417375,-0.1978589342735965,0.0,0.0,-0.06071673135040389,0.0,-0.056928698168403465,0.0,0.08564232556711343,0.18110526825294695
"Cluster 7317Rv2656c, Rv2656c, Probable phiRv1 phage protein_1",0.08955186203274891,0.17658324475451337,0.0,-0.12668622795349535,-0.09268569981599627,0.0,0.12601276239556572,0.0,-0.09239662493204155,-0.1284437571422243,-0.1148420085927155,-0.13753072939931704,0.07420540430274053,-0.1529691214670211,0.33674667189289986,0.0,1.0,0.1621849240445666,0.0,-0.1498206300213111,0.06056797697349856,-0.12272277465301937,-0.10777640074172905,0.06339463295424785,-0.05968179010545444,0.0,-0.07588226616209545,0.10050264105971157,0.09355645605514086,0.0,0.0,0.12204623114744641,0.10732513061929892,0.12547234271904845,0.08271322005209777,0.07100427504443026,0.05487714771651736,-0.07794037347935383,0.0,0.0,0.114840925038258,-0.10089647728875596,0.0,-0.06248613296051921,-0.0663763996259646,-0.17391619446300072,0.0,0.0,0.0,0.0,0.0,0.07636302179111838,0.0,0.0,0.0,0.05101442187269115,0.0,-0.30420662778010604,-0.12160287617015514,0.0
"Cluster 2117Rv2680, Rv2680, Uncharacterized protein Q1 colocalized with Q_6",0.0,0.07192565029190515,0.0,0.0,-0.12234413405947775,0.0,0.13998956238990096,0.0,-0.1326425179138428,0.0,0.0,-0.1773644838633663,0.0,0.0,0.0,0.12063604722244592,0.1621849240445666,1.0,0.0,-0.159070284411551,0.0,0.0,0.0,0.10377134053381876,-0.053668366831298095,0.0,0.0,0.09650611417657061,0.0,-0.1037471841860373,-0.11650935500863271,0.059319284656272946,-0.06735622389695722,0.0,0.0,0.0,0.11221554944430374,0.0,0.0,0.14110886596905511,0.0,0.0,-0.12352852775383981,0.0,0.0,-0.10851438370254805,0.0,-0.14490593795362283,0.0,0.12635845073942373,0.0,-0.09398994057050535,0.0,-0.0946593217732215,0.0,0.0,-0.0846754395035348,-0.09098232159893131,0.0,0.0
"Cluster 7362Rv1690, lprJ, Possible lipoprotein LprJ_2",-0.16940613984334466,-0.2381007105614023,-0.22723339635231538,-0.1887403538315102,0.0,0.06497582213207137,-0.07218530480159495,-0.284886251878436,0.0,-0.10805634253633162,0.05782445781565019,0.06503478718011174,0.07435099456963573,0.08215875948567741,0.2545524678207745,0.09191370590778113,0.0,0.0,1.0,0.0,0.1732259526764463,-0.0756463692423744,-0.1477053120891654,0.06850818815618225,0.14556925194681875,-0.11826327938761191,0.0,0.0,0.43568765191181924,-0.18809956433387848,0.0,0.1158380096210124,0.0,0.12317554519238066,0.15506742819365765,-0.08204477604963156,0.05300670125575939,0.07543099806072394,-0.06609649498707301,-0.058499439911034935,0.23362023361223436,0.09140159541129411,-0.25737842328914634,-0.10303824702973302,-0.11626806593733348,-0.14493405413545857,0.0,0.0,0.05185362703150276,0.24394565151243247,0.0,-0.151885275706668,0.1650053477729207,0.0,0.08212584469264218,0.10539303470766212,0.08134271201125372,0.0,0.0,-0.0877068217275199
"Cluster 3925Rv1647, Rv1647, Purine cyclase-related protein_1",-0.24519261817601357,-0.1741567463315935,-0.16206741138783948,0.07732855269140168,0.05996070650333684,-0.14423045468847664,-0.07777263722855385,-0.31897009621316813,0.15271671137196657,-0.058069768536476135,0.0,0.14912008545748973,0.0,0.0,0.06804148662704398,0.0664090212785058,-0.1498206300213111,-0.159070284411551,0.0,1.0,0.11113410886138887,0.1333994979640342,-0.07332499548887347,0.0,0.13388383298095016,0.0,0.0,0.0,0.06499804469042336,0.0,-0.07004345650059288,0.0,-0.10855134931195426,0.0,0.09480109004399903,0.0,-0.2544470698629863,0.07172255131899352,0.0,-0.09461492044257291,-0.05882318070184366,0.06401288245897432,0.06086193748927369,0.0,0.0,0.05148574004316399,0.0,0.09349429460874505,0.0,-0.07378459937267391,0.0,0.06037892779234825,0.0,0.1459746096197066,0.0,-0.08893937086012062,0.0,-0.0759110564306061,0.0,0.0
"Cluster 3137Rv2786c, ribF, FMN adenylyltransferase (EC 2.7.7.2) / Riboflavin kinase (EC 2.7.1.26)_1",-0.18874209928719893,-0.08790551028355847,0.09796389926500869,0.0,0.0,0.0,0.0,-0.18761145022377002,0.0938867409539771,-0.12578606007386392,0.10190094899023264,0.14730902824093023,0.11788949312633326,0.0,0.0,0.06258950705101791,0.06056797697349856,0.0,0.1732259526764463,0.11113410886138887,1.0,0.07333772266431184,0.0,-0.09491970878400695,0.0,-0.14182479720467317,0.0,0.0,0.111690217517497,-0.12009855097593496,-0.10340160456786486,0.0,0.0,0.0,0.10457168542230555,0.0,0.0,0.06017448197073401,0.09193877540699809,0.0,0.06563991593088388,0.0,-0.0691930231079181,0.0,0.0866081487798786,0.0,0.0,0.10852557618078429,0.05558158183407576,0.3519762373405061,0.0,0.0,0.0,0.0,0.0,-0.05937464973307769,0.0,0.0,-0.07132080419784065,0.09398055571241024
"Cluster 2698Rv3565, aspB, Valine--pyruvate aminotransferase (EC 2.6.1.66)_5",0.0,0.0,0.11859736112314079,0.08455618430078889,0.0,-0.11801458304973343,-0.12644039786498068,-0.11688358904448026,0.0,-0.07826270759492711,0.0,0.0,-0.06453247103342633,0.0,-0.12306479095972796,0.0,-0.12272277465301937,0.0,-0.0756463692423744,0.1333994979640342,0.07333772266431184,1.0,0.11338264255139771,0.0,0.0,0.10919047722712572,-0.05703784126905969,0.0,-0.1603266275209383,-0.13691135504284135,0.0,-0.08010673241354187,-0.20716186058188443,-0.13952344529501234,-0.14994409087488783,-0.12305885522928277,0.0,0.0,0.12447012133049337,0.10627101336782668,-0.08881613354284494,0.0,0.0,0.06939489340428134,0.10195834536663191,0.09612868802437617,-0.103719795842902,-0.057846394570574645,0.0,-0.10102532545311226,0.0,0.09242429811975443,0.0,0.0,0.09159902254690118,0.0,-0.06882736676021307,0.1441252280070451,0.18925184831649533,0.0
"Cluster 3373Rv1184c, Rv1184c, FIG01386146: Possible exported protein, Rv1184c_5",0.3029795933474802,0.12887898252380606,0.7657211048334049,0.0,-0.19953355674719384,0.0,0.16556099541294264,0.0,-0.07392418520405376,0.20970285440083328,-0.1169730566083405,0.0,-0.08104112333054425,0.0,-0.3419288080371908,0.0,-0.10777640074172905,0.0,-0.1477053120891654,-0.07332499548887347,0.0,0.11338264255139771,1.0,0.0,-0.20737802986494464,0.0,-0.13752999439346392,-0.07614858109326958,-0.20364569823544215,-0.09160165952880271,0.07011208220317172,-0.1489611320763277,-0.07408772426658058,0.0,-0.2782024877290294,0.0,0.05696854181581948,0.0698739212304104,-0.06572291843961309,0.17283403257990343,-0.06994172480088158,-0.12029193438614133,0.0,0.0,0.0,0.10775617358470148,-0.0740562061174228,-0.1332892252310414,0.11408046424650525,0.07246503159072501,0.11381262753416509,0.0,-0.14701954975784481,0.0,0.0,-0.0543960737058678,-0.06757662757774975,0.186383964231818,0.06406645173604941,-0.06573685888445763
"Cluster 2438Rv3432c, gadB, Glutamate decarboxylase (EC 4.1.1.15)_1",0.0,0.0,0.0,-0.1446717901402221,-0.08841445016976068,0.08222321975798579,0.0,0.0,-0.06401689175979865,-0.06620016920722009,-0.09663239543731113,0.0,-0.12174094310792949,-0.06666120115978001,0.14377285425353237,0.0,0.06339463295424785,0.10377134053381876,0.06850818815618225,0.0,-0.09491970878400695,0.0,0.0,1.0,0.0,0.0,-0.12235067003341302,-0.12604849042275443,0.07652770521856259,0.0,-0.11848453863627739,-0.06893827803434709,0.06467244399214594,0.0,0.0,-0.057332248149832475,0.05199135315361642,0.0,0.0,0.43522755543075786,0.0,0.0,-0.09954305091175636,-0.0682973255945826,0.0,0.0,0.05692757561706533,0.0,0.0666662751654465,-0.10971913492869188,0.07739678062993079,-0.17628564458346024,0.0,-0.09425601757493943,0.0,0.0,0.0,0.0,0.1062384102944136,0.0
"Cluster 4070Rv2151c, ftsQ, Cell division protein FtsQ_2",-0.19980523759231725,-0.10896980322827353,-0.2968958312842144,0.051813657171283,0.1769632839742295,-0.07559713351646073,-0.2196733763597167,-0.22956991309298283,0.0,0.0,0.13577014040634725,0.0,-0.12486927426645984,0.0,0.2105384381369576,0.0,-0.05968179010545444,-0.053668366831298095,0.14556925194681875,0.13388383298095016,0.0,0.0,-0.20737802986494464,0.0,1.0,0.06793651944387569,0.0,-0.21397640500419646,0.07928528387548832,0.0,-0.12424892337280606,0.33568373939310636,-0.10409229095408097,0.0,0.13792032595965706,0.0,0.06141804147447161,0.0,0.0,-0.12711447217473312,0.0,0.0,0.08991438825070013,0.0,0.0,-0.05969985731123381,0.0,0.0,-0.05037332474606739,0.10331032668234048,0.0,0.10387256783042047,0.1917197041914204,-0.07253833168582718,-0.0665548500374755,0.0,0.0858077106391658,0.0,0.12117443167036455,0.0
"Cluster 4980Rv1591, Rv1591, Putative transmembrane protein_3",0.13012865113776573,0.2060702445519355,0.11540003207463331,0.0,0.0,-0.09656536744939805,0.0,0.0,0.0,0.0,-0.21858891842423697,-0.13619542871365833,-0.17644454978798108,0.0,0.0,0.0,0.0,0.0,-0.11826327938761191,0.0,-0.14182479720467317,0.10919047722712572,0.0,0.0,0.06793651944387569,1.0,0.0,-0.09856071038596564,-0.08274080718266892,0.05105535314090453,0.0,0.0,-0.08515044832546287,-0.05423788261990072,-0.26235058638515996,0.0,0.14978571299971402,-0.10842066484621853,0.0,0.0,-0.07981807738756683,-0.060084656135309576,0.0,0.19763553144549884,0.06679546667283162,0.0860923703766178,0.0,0.0,0.0,0.0,0.0,0.10408530039188413,0.11057508864295518,0.05226032362779053,0.0,0.13189580868173167,0.0,0.05819064800868014,0.0,-0.13845133802528659
"Cluster 1047Rv1923, lipD, Esterase A_2",0.07100803073931646,-0.2383997282046135,-0.1595517052347994,0.0,0.0,0.0,0.0,-0.0720103643467706,0.1284183258712719,-0.1146197148250022,0.05653657681291783,0.06025002446400642,0.0,0.0,0.0,0.09058669835977859,-0.07588226616209545,0.0,0.0,0.0,0.0,-0.05703784126905969,-0.13752999439346392,-0.12235067003341302,0.0,0.0,1.0,-0.10029479492798458,0.0,0.09215253821033728,0.08410451462283546,-0.06755165326572285,0.0,0.0,0.0,0.0,0.050642541155168946,-0.09068142583818552,-0.05775266619289824,-0.052078972173549974,0.05603630120653465,0.0,0.0,0.06630138502000273,0.0,0.08474761929634939,0.0,0.0,-0.1610729881422942,0.0,0.0,0.0,0.12625050400719984,0.08400439516659575,0.0,-0.06576473767243833,0.09386787289059138,0.0,0.0,0.0
"Cluster 1158Rv1564c, treX, Glycogen debranching enzyme (EC 3.2.1.-)_1",0.23573887730482865,0.0,0.0,0.0,-0.05069434148013663,-0.06633008285704682,0.26073938609426617,0.0,0.0,0.0,-0.15817019277753738,-0.24969885911140666,0.0,-0.13628768413286013,-0.06891562263412082,0.062369344544085346,0.10050264105971157,0.09650611417657061,0.0,0.0,0.0,0.0,-0.07614858109326958,-0.12604849042275443,-0.21397640500419646,-0.09856071038596564,-0.10029479492798458,1.0,-0.05944300182795039,0.0,0.18976996882416247,0.0,-0.08826063915760086,0.2577444313828844,0.12035066281973233,0.20502670785435695,-0.10041664856764539,0.11226097349322497,-0.1188607976455861,0.0,-0.13600125315764738,-0.291031922414426,0.0,0.0,-0.10193009091641005,-0.06691803297702113,-0.1502450512110698,-0.09200894125237499,0.11329020090729673,-0.11459264393390739,0.05861081093187814,0.0,-0.13407938265073346,0.0,-0.1804463591272513,-0.14213904468318364,0.0,-0.1294362811554611,-0.07079392657467996,-0.14187945014324507
"Cluster 7362Rv1690, lprJ, Possible lipoprotein LprJ_1",0.0,-0.2609155732519541,-0.20655636085080217,-0.2517180960035982,-0.1164389907889987,0.14548944694707128,-0.08016398419244031,-0.06551682971805364,-0.06829513125506262,-0.08417184329906088,0.0,0.0936612828599364,0.0,0.0,0.22679655476219235,0.0662029294923814,0.09355645605514086,0.0,0.43568765191181924,0.06499804469042336,0.111690217517497,-0.1603266275209383,-0.20364569823544215,0.07652770521856259,0.07928528387548832,-0.08274080718266892,0.0,-0.05944300182795039,1.0,-0.05060063714027576,-0.19670884467893981,0.14848596976552572,0.05321235106344834,0.11178457220783948,0.14264677039744783,0.0,-0.16258192262720234,-0.10289117993961294,0.0,0.0,0.17970387460629159,0.1964484756018031,0.0,-0.1337428523623837,-0.0790736891012001,-0.05309197504659475,0.0797974705957204,0.1297237370775201,0.0,0.2616818458902007,0.08907027591599954,-0.13359308000959877,0.23712361044638536,-0.1271373789595515,0.08912940461609355,0.1971230518940249,0.07407398711818695,-0.09632558053664324,-0.06169583539150234,0.10655405185974434
"Cluster 2954Rv3423c, alr, Alanine racemase (EC 5.1.1.1)_2",0.0,0.0,-0.11504991898155527,0.0,0.0,0.0,0.0,0.0,0.054340264190127725,0.0,0.06153490649783481,-0.05436960023960276,-0.13568393355760874,0.0,0.0,-0.12365487828570348,0.0,-0.1037471841860373,-0.18809956433387848,0.0,-0.12009855097593496,-0.13691135504284135,-0.09160165952880271,0.0,0.0,0.05105535314090453,0.09215253821033728,0.0,-0.05060063714027576,1.0,-0.05230235031973587,0.0,0.0,0.06324749556009983,0.050215945865463005,0.0,0.0,-0.0600408589418542,0.0,0.0,-0.11370679589119474,0.14866221997746565,-0.05326053575817992,0.0,-0.050555337550224774,0.0,0.06327485633264107,0.07452447604113828,-0.06375735277793786,-0.05982198855317319,-0.05748891027255788,-0.05363158259206731,0.11686031507307043,0.07288034678108173,0.0,0.06469246222791633,0.0,0.0,0.0,-0.1764605079623279
"Cluster 6032Rv0921, Rv0921, Resolvase_4",0.1662858447609349,0.0,0.07581300228613219,0.0,-0.1477184017613329,0.0,0.12489938847641105,-0.05398327902528766,-0.09846394589397464,0.0,0.0,0.0,0.09151066788987999,-0.06671996745865899,-0.19760672208868546,0.0,0.0,-0.11650935500863271,0.0,-0.07004345650059288,-0.10340160456786486,0.0,0.07011208220317172,-0.11848453863627739,-0.12424892337280606,0.0,0.08410451462283546,0.18976996882416247,-0.19670884467893981,-0.05230235031973587,1.0,-0.15556548400690276,-0.05153052715236241,0.0,0.0,0.0,-0.05512470617478191,0.0,-0.08964611054603626,0.0,0.0,-0.2522089364461573,0.21098826409051907,0.0,0.0,-0.057326945866279025,0.0,0.0,0.05181359980188996,-0.08031518681470823,-0.12423069193946945,0.0,-0.24005741021718824,-0.09451855290316892,-0.19641023876592512,0.0,-0.08869684800519623,0.06130012233162445,-0.11214028946080162,0.0
"Cluster 4070Rv2151c, ftsQ, Cell division protein FtsQ_1",0.0,-0.05581770749845324,-0.15779732483022596,-0.09417953930781035,0.0,-0.08894171133482098,-0.07621903407232546,0.0,-0.06723834630242226,0.06016508066497132,-0.08552533983360151,0.0,0.0,0.0,0.10455258066794022,0.0,0.12204623114744641,0.059319284656272946,0.1158380096210124,0.0,0.0,-0.08010673241354187,-0.1489611320763277,-0.06893827803434709,0.33568373939310636,0.0,-0.06755165326572285,0.0,0.14848596976552572,0.0,-0.15556548400690276,1.0,-0.0661991222589105,0.10401127061784782,0.0,0.16083716879096396,0.0,0.0,0.0,-0.10890417951285607,0.0,0.0,0.0862498322808204,0.0,0.0,-0.05775985462603466,0.0,0.0,0.0,0.0,0.13577923619141385,0.0,0.0,0.0,-0.059213334865045146,0.13851915613719248,-0.08829951583405254,-0.12443920719662767,0.07734067629746082,0.0
"Cluster 5706Rv0821c, phoY2, Phosphate transport system regulatory protein PhoU_1",0.0,0.0,0.0,-0.18706730905377456,0.0,0.29938924349001145,0.06680513061246034,0.09944540209660367,-0.20581549319033132,0.0,0.05742954212102662,0.07535879522178043,0.0,0.0,0.0,0.09828923605720466,0.10732513061929892,-0.06735622389695722,0.0,-0.10855134931195426,0.0,-0.20716186058188443,-0.07408772426658058,0.06467244399214594,-0.10409229095408097,-0.08515044832546287,0.0,-0.08826063915760086,0.05321235106344834,0.0,-0.05153052715236241,-0.0661991222589105,1.0,0.0,0.0,-0.20471675979181622,0.06450150825274387,0.0,0.07603003985964035,-0.05468395298094843,0.0,0.0,-0.09006130088296166,0.0,0.0,0.0,-0.18125541738675524,-0.11877769390660013,0.0,0.0,0.0,0.15865836838130382,0.0,-0.08870129770789797,0.0,0.0,0.0,-0.10057154766099621,0.0,0.0
"Cluster 2256Rv1129c, Rv1129c, XRE family transcriptional regulator MSMEG_6643_1",0.2043012788687875,0.0,0.0,-0.2200267978166956,-0.05300702987582663,0.06820631458784739,0.22945666319884025,0.0,0.0,0.0,-0.06406051312052845,0.0,0.0,-0.14897197851829652,0.07257022823824057,0.05345735360965112,0.12547234271904845,0.0,0.12317554519238066,0.0,0.0,-0.13952344529501234,0.0,0.0,0.0,-0.05423788261990072,0.0,0.2577444313828844,0.11178457220783948,0.06324749556009983,0.0,0.10401127061784782,0.0,1.0,0.0,0.10486874025842532,0.0,-0.13439763609861002,-0.0638366364258929,0.0,0.0,-0.19468080434746185,-0.05739200351566845,0.0,0.0,-0.15532841549462753,0.0895755913707958,-0.08922442447394738,0.16055075646007852,0.06311247195822174,0.13869770719134128,0.0,-0.06686219605069434,0.05327923367090221,-0.09754707668555593,-0.08298324943007808,0.0,-0.11843416225287144,0.05055952856019939,-0.059083798131788254
