,"Cluster 893Rv0006, gyrA, DNA gyrase subunit A (EC 5.99.1.3)_5","Cluster 893Rv0006, gyrA, DNA gyrase subunit A (EC 5.99.1.3)_13","Cluster 491Rv0667, rpoB, DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)_9","Cluster 4244Rv3806c, ubiA, 5-Phosphoribosyl diphosphate (PRPP): decaprenyl-phosphate 5-phosphoribosyltransferase (EC 2.4.2.45)_2","Cluster 3930Rv2043c, pncA, Nicotinamidase (EC 3.5.1.19)_10","Cluster 893Rv0006, gyrA, DNA gyrase subunit A (EC 5.99.1.3)_9","Cluster 7926Rv1102c, mazF3, Death on curing protein, Doc toxin_6","Cluster 893Rv0006, gyrA, DNA gyrase subunit A (EC 5.99.1.3)_8","Cluster 3909Rv3848, Rv3848, FIG037441: Conserved transmembrane protein_2","Cluster 1277Rv0959, Rv0959, FIG019045: long form Mg-chelase associated protein with vWA domain_2","Cluster 7125Rv2757c, vapC21, toxin VapC18_7","Cluster 893Rv0006, gyrA, DNA gyrase subunit A (EC 5.99.1.3)_12","Cluster 2122Rv3854c, ethA, Monooxygenase EthA (EC 1.-.-.-)_9","Cluster 8038Rv3923c, rnpA, Ribonuclease P protein component (EC 3.1.26.5)_4","Cluster 4476Rv0633c, Rv0633c, putative membrane protein_5","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_7","Cluster 2227Rv0758, phoR, Two-component system response phosphate sensor kinase, PhoR_2","Cluster 491Rv0667, rpoB, DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)_4","Cluster 5780Rv1972, Rv1972, FIG00821219: MCE associated membrane protein_4","Cluster 4244Rv3806c, ubiA, 5-Phosphoribosyl diphosphate (PRPP): decaprenyl-phosphate 5-phosphoribosyltransferase (EC 2.4.2.45)_3","Cluster 4486Rv2764c, thyA, Thymidylate synthase (EC 2.1.1.45)_4","Cluster 1153Rv2112c, dop, Pup ligase PafA' paralog, possible component of postulated heterodimer PafA-PafA'_5","Cluster 1058Rv0092, ctpA, Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)_3","Cluster 3598Rv3124, moaR1, transcriptional regulator, AfsR/DnrI/RedD family_4","Cluster 5948Rv2604c, snoP, Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing), glutaminase subunit (EC 4.3.3.6)_1","Cluster 6915Rv2290, lppO, L-lysine 6-monooxygenase MbtG (EC 1.14.13.59) [mycobactin] siderophore @ L-lysine 6-monooxygenase (EC 1.14.13.59) in siderophore biosynthesis gene cluster_1","Cluster 3870Rv1201c, dapD, 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)_3","Cluster 152Rv2931, ppsA, Phenolpthiocerol synthesis type-I polyketide synthase PpsA (EC 2.3.1.41)_4","Cluster 551Rv3795, embB, Integral membrane indolylacetylinositol arabinosyltransferase EmbB (EC 2.4.2.-)_11","Cluster 551Rv3795, embB, Integral membrane indolylacetylinositol arabinosyltransferase EmbB (EC 2.4.2.-)_9","Cluster 8586Rv2550c, vapB20, DNA-binding protein, CopG family_1","Cluster 1613Rv2042c, Rv2042c, Nicotinamidase (EC 3.5.1.19)_2","Cluster 165Rv2934, ppsD, Phenolpthiocerol synthesis type-I polyketide synthase PpsD_3","Cluster 5265Rv3058c, Rv3058c, Transcriptional regulator, AcrR family_3","Cluster 2212Rv0346c, ansP2, L-asparagine permease_1","Cluster 3622Rv0479c, Rv0479c, putative membrane protein_3","Cluster 6316Rv3471c, Rv3471c, Mannose-6-phosphate isomerase_3","Cluster 2550Rv3820c, papA2, PKS-associated protein PapA, condensation domain-containing_2","Cluster 3632Rv3520c, Rv3520c, Coenzyme F420-dependent oxidoreductase_1","Cluster 5948Rv2604c, snoP, Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing), glutaminase subunit (EC 4.3.3.6)_2","Cluster 6770Rv1081c, Rv1081c, putative membrane protein_1","Cluster 89060, 0, Cys-tRNA(Pro) deacylase YbaK_1","Cluster 5094Rv0247c, Rv0247c, Succinate dehydrogenase iron-sulfur protein (EC 1.3.5.1)_2","Cluster 4444Rv2436, rbsK, Ribokinase (EC 2.7.1.15)_1","Cluster 3842Rv0989c, grcC2, Solanesyl diphosphate synthase (EC 2.5.1.11)_3","Cluster 6096Rv1031, kdpC, Potassium-transporting ATPase C chain (EC 3.6.3.12) (TC 3.A.3.7.1)_1","Cluster 4286Rv2859c, Rv2859c, COG2071: predicted glutamine amidotransferases in hypothetical Actinobacterial gene cluster_1","Cluster 5100Rv3908, mutT4, Diadenosine hexaphosphate (Ap6A) hydrolase; Bis(5'-nucleosyl)-tetraphosphatase (Ap4A) (Asymmetrical) (EC 3.6.1.17)_2","Cluster 5178Rv2882c, frr, Ribosome recycling factor_2","Cluster 415Rv0668, rpoC, DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)_6","Cluster 1909Rv1453, Rv1453, Possible regulatory protein Trx_7","Cluster 0Rv2048c, pks12, Polyketide synthase_12","Cluster 27000, 0, Monooxygenase EthA (EC 1.-.-.-)_1","Cluster 5093Rv2773c, dapB, 4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)_2","Cluster 3601Rv0077c, Rv0077c, Alpha/beta hydrolase family_1","Cluster 7316Rv0827c, kmtR, Transcriptional regulator, ArsR family_3","Cluster 3120Rv2924c, fpg, Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23)_3","Cluster 1137Rv2435c, Rv2435c, Adenylate cyclase (EC 4.6.1.1)_4","Cluster 2212Rv0346c, ansP2, L-asparagine permease_2","Cluster 6915Rv2290, lppO, L-lysine 6-monooxygenase MbtG (EC 1.14.13.59) [mycobactin] siderophore @ L-lysine 6-monooxygenase (EC 1.14.13.59) in siderophore biosynthesis gene cluster_2"
"Cluster 7125Rv2757c, vapC21, toxin VapC18_7",0.29153481853905117,-0.28876431260042457,-0.20698771077497174,-0.24166189108752253,0.17210282423982579,-0.1473950375833661,-0.0895821668958316,0.09919999800034981,0.18081372339100626,-0.056374375044694086,1.0,-0.12717545450688628,0.0,0.0,0.0,-0.08081496660667689,0.061271308716600685,0.0,0.0,0.0,0.1577833282098539,0.0511070309026854,0.0,0.0,-0.18236846114895486,0.0,-0.10288216455953278,0.0,-0.11844530756180811,0.0,-0.1580213983808798,-0.20493175278066472,-0.06381331319793383,-0.16999219172372584,0.0,0.0,-0.16171479628265414,-0.08944251163998229,0.0650796397766031,0.059631942716707215,-0.1789141042441839,0.0740562125414246,0.0,-0.1358114849929358,0.0,-0.07365375451144486,0.0,-0.12874418441475824,0.0,-0.12877439669070484,-0.08146196775342612,0.0,-0.10938874571324962,0.09385790117260047,-0.1751485903033772,-0.07328417818678389,0.0,0.0,-0.107613315947627,-0.1877704562019984
"Cluster 893Rv0006, gyrA, DNA gyrase subunit A (EC 5.99.1.3)_12",-0.14647236070150912,0.22395702610581483,0.1490888619027348,0.09912575137353571,-0.1507200176953794,0.18667767892149748,0.0,-0.08864453684037953,-0.18957536797120852,0.0,-0.12717545450688628,1.0,0.0,-0.06943072701585715,0.0,0.0,-0.1509037781451608,0.08119715576098328,0.1136390339862668,-0.10525630743538698,0.0,0.0,0.0,0.0,0.11265614439218236,-0.07728319060527253,0.10394960833848128,-0.07850708392701548,0.09642324209789088,0.0,0.0,0.07228929567062005,0.24585214941981257,0.1933698554232506,-0.07270860876049805,0.08597619249379096,0.10512559927739948,0.0,0.07182819981468123,-0.16259461301131067,0.08491891858777675,-0.08632040420952063,0.23116806277325053,0.0,0.0,-0.12529202511608473,0.0,0.119807813300551,0.0,0.0,0.0,0.06499581681268382,0.0,0.0,0.07360815531182785,0.06289291345544341,0.0,0.0,0.09570794873582295,0.0525222011538679
"Cluster 2122Rv3854c, ethA, Monooxygenase EthA (EC 1.-.-.-)_9",0.409410302272929,-0.3068246074641976,-0.10545370559504522,-0.1077630739395963,0.24597083126856284,-0.1204533384068597,-0.2130071537183609,0.24298491078632325,-0.06354687890622779,0.0,0.0,0.0,1.0,0.08563566372498112,0.0,-0.07425219235466404,0.0,0.17810389463926088,-0.15487424071225062,0.0,0.0,0.0,-0.0643581753446536,-0.07013468657173735,0.0,0.0,-0.20383965511582397,0.0,0.0,0.08007353948630694,0.09280645926382759,-0.13693427065948893,-0.07348700359773969,-0.06685057002389687,0.08889188960021914,-0.08974804225331076,-0.14084646504382908,0.0,-0.11687825564185662,0.08868647180954267,0.0,0.11275508849788812,-0.17518884525430709,-0.12637888368565314,0.06746477900941973,0.07767583582470457,0.0,-0.20779386998948218,0.1792369882879411,0.18240599021809634,0.15068077048582706,0.0,0.05080664492698347,0.07660111016935656,0.0,-0.1165550829971202,0.0,-0.0945324786146043,-0.07626195445890097,-0.09904326302089092
"Cluster 8038Rv3923c, rnpA, Ribonuclease P protein component (EC 3.1.26.5)_4",0.15458937764734496,-0.24975053541738457,-0.14947035214846519,-0.14977096899121514,0.09648628987912533,-0.2596692933427464,-0.2234672828412405,0.061377066955089994,-0.07077349349512513,-0.08438058822625379,0.0,-0.06943072701585715,0.08563566372498112,1.0,0.0,0.0,0.20288518035782582,0.0,0.11514964389108426,0.2682407164888891,0.0,0.0,-0.12938545280497735,-0.18891418029367443,0.0,0.07354298209509488,0.05288098437069996,-0.09857871594621219,0.0,0.24010283882348166,-0.09352181006783293,0.06440901082954416,0.0,-0.1140867542294235,0.2045535358714862,0.0,0.0,-0.15178387060891135,-0.17871067922540276,0.05170636672682761,0.0,0.0,-0.14094354197615053,-0.14115399922125296,0.1876874635101616,0.0,-0.10798886058904571,0.10309306436713307,0.08630138243310037,0.09341619921160277,-0.078909998334316,0.0,-0.14141014151913492,0.11956347955553098,0.0,0.0,0.0,-0.05556401333235453,0.0,0.0
"Cluster 4476Rv0633c, Rv0633c, putative membrane protein_5",-0.07958579473921815,0.10215174944702476,0.0,0.05167819443241014,0.10373027985495793,0.13957806913511936,0.11022094384692345,-0.15185653991979772,0.0,0.10637541419312128,0.0,0.0,0.0,0.0,1.0,0.0,0.1898876487229745,-0.05861766958313693,0.0,-0.29830242881951513,0.0,-0.0797349144843642,0.09932441108007047,0.0,0.0,-0.13795386158804032,-0.06645754054693222,-0.06706229285208094,0.16426077074502457,0.0,0.0,0.0,-0.15244307436283291,0.0,-0.1880099510419843,0.07089773665099589,0.0,0.0,0.0,-0.11024307446628132,-0.11411460063166409,-0.13932369390565233,0.0644282902882645,0.050091939935619556,0.0,-0.05656333280906072,0.0,0.16635636059345738,0.16497094774678867,0.0,0.0,0.0,-0.19069647495711767,0.0,-0.05206666945155602,0.0,0.0,0.0,0.0,0.1168861546809113
"Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_7",-0.238948517196205,0.1298784974735535,0.05545402003097477,0.08925046424177935,-0.19435328015383135,0.14473628164266722,0.094966900707615,-0.08781197896043806,0.0,-0.15697743396378708,-0.08081496660667689,0.0,-0.07425219235466404,0.0,0.0,1.0,-0.1754080366912958,0.0,-0.08553857029559629,0.0,0.0,0.0,0.06873234740519674,0.14811887565079085,0.098610833643686,-0.09122222931320047,0.0,0.0,0.12118675878013457,0.06861650017085114,0.08776939372786138,0.0,0.0,0.22856341790673398,-0.07620683471346562,0.0,0.05942132769423523,0.0,0.0,-0.10565391550507575,0.06432804070644316,0.0,0.11192364457104755,0.0,0.0,-0.12992571612234396,0.11346608580649645,0.23724345194809385,0.0,-0.12629619679941456,-0.05138581527685919,0.10374812126971995,0.0829216574494238,-0.12824961376421884,0.12526657981060926,0.0,0.0,0.0,0.0,0.2985294107451764
"Cluster 2227Rv0758, phoR, Two-component system response phosphate sensor kinase, PhoR_2",0.12278398437281653,-0.1355151240035036,-0.1249269123069707,-0.14010080146031764,0.2158858959271393,-0.14394720208539608,-0.0681006399957878,-0.07788877930361386,-0.08586126406260787,0.0,0.061271308716600685,-0.1509037781451608,0.0,0.20288518035782582,0.1898876487229745,-0.1754080366912958,1.0,0.0926721554004744,0.06604551853025592,-0.06306816368858795,0.0,-0.15371614647615403,-0.13625673400779828,-0.1116196414205254,-0.2170292286772021,-0.14525677841716342,0.062452653562456883,-0.09069548605561688,0.09460100996583526,-0.08617872546371823,0.0,0.0,-0.13548467095295766,-0.14402818052458485,0.0,0.0,0.0,-0.0985358433195749,-0.1495988286810439,0.0,-0.07093971022956624,0.1190748501379806,0.09005574425574947,0.0,0.05041043418213896,0.0,-0.126723228408558,0.11729199983533897,0.0,0.12525602771443042,-0.05549615335037468,0.09576311917026498,-0.1659648699004455,0.054730345153459405,0.06087027291184119,0.0,0.08583678855138722,0.0,-0.22966352338903775,-0.0623467673165687
"Cluster 491Rv0667, rpoB, DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)_4",0.27257764494930475,-0.18040199341716087,-0.15116743533485041,-0.1172481802988655,0.06355094133345715,0.0,0.0859779289352137,-0.07892789403610395,-0.1679224197075044,0.0,0.0,0.08119715576098328,0.17810389463926088,0.0,-0.05861766958313693,0.0,0.0926721554004744,1.0,-0.050921500730126676,0.0998239357939466,0.0,0.0,-0.10114370918903658,0.0,-0.1116626994044521,-0.06115898215793188,0.0,0.16699025090789735,0.08050994706153902,-0.1307550096522242,-0.05428222206567705,-0.06548700024515103,0.32500560516797644,0.10948665112327373,0.0,0.0,-0.055263299701780275,-0.07399666824507804,0.0,0.0,-0.06951610017841375,0.1648206394536189,0.08774546411238578,-0.1432502106041084,0.0,-0.055491488571297494,0.051899339511306854,0.06407905755280892,-0.13971796494106345,0.10555354944685179,-0.062084924177456834,0.05452932581792316,0.08412056779131794,0.0,0.0,0.21356463799623018,0.10411882337890678,0.0,-0.08950908936733425,0.0
"Cluster 5780Rv1972, Rv1972, FIG00821219: MCE associated membrane protein_4",0.0,0.0,0.0,0.0,0.0,-0.16834936630931438,-0.13065504172990278,0.09254971771021316,-0.07837893583875992,-0.13080246806751766,0.0,0.1136390339862668,-0.15487424071225062,0.11514964389108426,0.0,-0.08553857029559629,0.06604551853025592,-0.050921500730126676,1.0,0.14025560443212928,0.08771402657408092,0.0,-0.15654323978472307,-0.10120178777765923,0.0,0.13033354226197402,0.05137882115086546,-0.11776320344443393,-0.07083948357059866,0.0,0.0,-0.06077360409262811,-0.11941744266200807,-0.10979643553455146,0.09640523274133266,-0.0702340736962532,0.0,-0.14141423388317376,-0.12548276508581524,0.09176997311257093,0.0,0.0,0.0,0.0,0.0,0.11861688229179193,0.0,0.0,-0.1110693661344115,0.05432256753936893,-0.05987822974098176,0.0,-0.2240673101540475,0.13008005857622207,0.06986005061644318,-0.06042681515146196,0.0,-0.08223057029291572,-0.09868434131645985,0.0
"Cluster 4244Rv3806c, ubiA, 5-Phosphoribosyl diphosphate (PRPP): decaprenyl-phosphate 5-phosphoribosyltransferase (EC 2.4.2.45)_3",0.2530067148495302,-0.20503318364579165,-0.1449963837134394,-0.12886475274900155,0.14468601463283584,-0.1681673412604273,-0.39577272157297866,0.14540036763931546,0.0,-0.09663693780187571,0.0,-0.10525630743538698,0.0,0.2682407164888891,-0.29830242881951513,0.0,-0.06306816368858795,0.0998239357939466,0.14025560443212928,1.0,0.0,0.10198127469039307,-0.21184865955584636,0.0,-0.22137851060207672,0.14332968069770963,-0.09896250314482549,-0.19497764501773843,0.06201927270434372,0.12349645151501969,-0.06335848529979597,0.0,-0.1225741509465668,0.0,0.13964293061297423,-0.329148205691812,0.0,-0.11926379970082902,-0.08878191333692113,0.3590375892212236,0.12550039080455633,0.17098150520626182,-0.15931627383536864,-0.11262893237623925,0.11730284901285475,0.0707669671461277,-0.14717031046187257,0.0,-0.21057252060381873,-0.07666398839136566,-0.17533441436414446,0.0,-0.05004830049795044,0.0,0.08709882123159599,-0.09726685227890343,-0.12382182293464725,-0.16462311536348953,-0.06878546576336132,-0.1241258378298837
"Cluster 4486Rv2764c, thyA, Thymidylate synthase (EC 2.1.1.45)_4",0.1284532426977488,-0.07514831493755048,-0.16488306990860493,-0.09438409300401132,0.13248402027460968,-0.29224036407370313,0.0,0.19615557985813536,-0.11174543469737112,-0.05784254607828037,0.1577833282098539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08771402657408092,0.0,1.0,0.0,0.0697649922688784,-0.11310738261971068,-0.20269601007695734,-0.08365507509543756,0.0,0.0845014942520415,0.0,-0.07871522759985068,0.059750440119200235,0.0,0.0,-0.06334594443243187,0.0,-0.1347141135919232,0.0,-0.13969728058985864,0.07572099449081647,0.19551094860956864,-0.19658535084435164,0.0,-0.1012576262876579,0.19950507237771437,0.0,0.12881725436612054,0.0,0.0,0.0,0.10222032023252395,-0.07746657211925918,-0.07696721892572485,0.15192551722060368,0.0,0.08834443087351249,0.0,-0.10420263295990352,0.0,-0.0883942435497456,-0.06186623755503138
"Cluster 1153Rv2112c, dop, Pup ligase PafA' paralog, possible component of postulated heterodimer PafA-PafA'_5",0.07277888255811506,-0.13471801411203052,-0.10355952522872636,-0.14503472197811884,0.0,-0.052355980557872564,-0.05327704435592318,0.0,-0.07005230971428711,-0.06317284438064635,0.0511070309026854,0.0,0.0,0.0,-0.0797349144843642,0.0,-0.15371614647615403,0.0,0.0,0.10198127469039307,0.0,1.0,-0.15233417262476723,-0.11768949270574157,0.19968176142174257,0.08987572334700765,0.0,0.0,0.0,0.0828031101474209,0.0,-0.11740073714906492,0.08656992636836562,-0.118601432426807,0.16922731517595554,0.0,-0.15153785240416154,0.0,-0.06822834713610428,-0.23792536990768945,0.0,0.0,-0.1281121358085734,0.08288853713111635,0.09222477114517459,-0.07083438090348275,-0.129927090931799,0.0,0.0,0.0,0.12308339020291842,-0.1525586362035125,0.0,-0.05376396246444928,-0.09789430808141589,0.0,-0.05366275815165949,0.0,0.09112982815004979,-0.1564357616704529
"Cluster 1058Rv0092, ctpA, Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)_3",-0.2650909269181163,0.17512505319396993,0.0871250927571029,0.08993108547209601,-0.07183049690969417,0.1378160119027886,0.21316890209963707,0.0,-0.13588945366958996,0.0,0.0,0.0,-0.0643581753446536,-0.12938545280497735,0.09932441108007047,0.06873234740519674,-0.13625673400779828,-0.10114370918903658,-0.15654323978472307,-0.21184865955584636,0.0697649922688784,-0.15233417262476723,1.0,0.08197486674525709,0.08058221462566813,-0.13598841859208335,0.07778591778297811,0.07947702199423069,0.11445706509382708,-0.10578137704651548,0.055543493155577266,0.0,0.0,0.0,0.08599628088687775,0.11701505577770445,0.0,0.0,0.11625480546479809,0.0,0.12546686277012783,-0.0963992768362153,0.0,-0.06439961560318773,-0.12014336109816495,-0.054053983105353,0.1471272706549016,0.15663024995816074,0.15238771936938958,0.0,0.0,-0.10090134827351421,0.0890492474832404,0.0,0.05956835202904573,0.0,0.0,0.0,-0.10308256941746406,0.17055832530386758
"Cluster 3598Rv3124, moaR1, transcriptional regulator, AfsR/DnrI/RedD family_4",0.0,0.059812621623553025,0.2156980722894732,0.182475537810571,-0.07385675235156294,0.19244058940392536,0.09251621981989139,-0.050814614615890416,0.16503051268354882,0.06940126707757444,0.0,0.0,-0.07013468657173735,-0.18891418029367443,0.0,0.14811887565079085,-0.1116196414205254,0.0,-0.10120178777765923,0.0,-0.11310738261971068,-0.11768949270574157,0.08197486674525709,1.0,0.0,0.0,0.0,0.0,-0.08831753177550834,-0.08279338899481428,0.10972959608446992,0.06844671736617103,0.0,0.094836222436603,-0.14969391802625312,0.0,0.0800501343918621,0.14753469185584636,-0.05644232714221213,-0.056590002319506345,0.0,0.0,0.0,0.0,-0.10584592263966416,0.0,0.09715018018863962,0.0,-0.08510985740290644,0.0,0.0,-0.07032345098198613,0.0,-0.14449541328182247,0.055468687792330724,0.0,-0.08357933253626461,0.15006604583987007,-0.11547852118302918,0.0
"Cluster 5948Rv2604c, snoP, Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing), glutaminase subunit (EC 4.3.3.6)_1",-0.2500600882243797,0.16503041545455896,0.1031958708532538,0.14335394491183562,-0.2641268686245499,0.19118227697454526,0.17131613642350957,-0.0763440332829427,-0.0698288293836743,0.11829584857357994,-0.18236846114895486,0.11265614439218236,0.0,0.0,0.0,0.098610833643686,-0.2170292286772021,-0.1116626994044521,0.0,-0.22137851060207672,-0.20269601007695734,0.19968176142174257,0.08058221462566813,0.0,1.0,0.06419781893557287,-0.057326436145967434,0.0,0.06626557175317653,0.06971523214971573,0.0,0.19071475529455933,0.0,0.13397565773440137,0.0,0.28229636243760725,0.11327118627911299,0.06569456756490828,0.0,-0.6513485982720894,0.0,-0.10524966025939617,0.0,-0.06796932579964089,-0.050927675368961804,-0.13317463164877225,0.1079054073556676,0.05346475246221146,0.0,0.051702691481748546,0.1380632171096579,0.0,0.06690903570421243,0.0,-0.1017092678959034,0.17568371883170153,-0.05922364729884721,0.0,0.23002830569114496,0.09779277779259227
"Cluster 6915Rv2290, lppO, L-lysine 6-monooxygenase MbtG (EC 1.14.13.59) [mycobactin] siderophore @ L-lysine 6-monooxygenase (EC 1.14.13.59) in siderophore biosynthesis gene cluster_1",0.19595874806582506,0.0,0.0,0.0,0.07186769180180398,-0.10947730081063234,0.0,0.1615063210843379,0.0,-0.08358913446073771,0.0,-0.07728319060527253,0.0,0.07354298209509488,-0.13795386158804032,-0.09122222931320047,-0.14525677841716342,-0.06115898215793188,0.13033354226197402,0.14332968069770963,-0.08365507509543756,0.08987572334700765,-0.13598841859208335,0.0,0.06419781893557287,1.0,-0.07496606740930241,0.0,-0.050694727482150995,0.10630402224145788,-0.12908548154735663,-0.11866915359882566,-0.10936650559208158,0.0,0.11156859361258169,-0.2543399453996551,-0.09502733670539144,0.0,-0.09207494970501391,0.09488690845513602,0.05419231756632985,-0.2132110320750703,-0.1720977041548127,0.0,0.0,0.0,0.0,-0.18575247703922182,0.0,0.06758772843461987,0.0,-0.06601153749222181,-0.08029324189077439,0.0,0.0,-0.10997012699853297,-0.12910326102973696,-0.0738967068517857,0.0,0.0
"Cluster 3870Rv1201c, dapD, 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)_3",-0.2506158313520056,0.07885158906824037,0.0,0.08470047548709307,-0.08788923428750986,-0.05759990014709963,0.05602197989256474,-0.08628620756236685,-0.05924324216282866,0.07509923917957677,-0.10288216455953278,0.10394960833848128,-0.20383965511582397,0.05288098437069996,-0.06645754054693222,0.0,0.062452653562456883,0.0,0.05137882115086546,-0.09896250314482549,0.0,0.0,0.07778591778297811,0.0,-0.057326436145967434,-0.07496606740930241,1.0,0.0,0.0,0.13738972191042584,-0.05316744975940496,0.052223147824756115,0.18213923260238266,0.0,0.0,0.0,0.058086623307637156,0.06842253707106395,0.0,0.0,0.24042476488216546,0.07853492868627414,0.0,0.0,0.0,-0.261613022078533,0.0,0.23827814164965133,-0.1127362495762923,0.0,-0.13038246805805082,-0.09105436879055827,0.0,0.0,0.1448314668235653,0.0,0.12988727438633452,0.07011849981829038,-0.09257190963471706,0.0
"Cluster 152Rv2931, ppsA, Phenolpthiocerol synthesis type-I polyketide synthase PpsA (EC 2.3.1.41)_4",-0.10949418191993233,0.14589544429542517,-0.06445844655714075,0.0,0.0,0.0,0.3202596987546297,0.054713868980198574,0.0,-0.11446256572809796,0.0,-0.07850708392701548,0.0,-0.09857871594621219,-0.06706229285208094,0.0,-0.09069548605561688,0.16699025090789735,-0.11776320344443393,-0.19497764501773843,0.0845014942520415,0.0,0.07947702199423069,0.0,0.0,0.0,0.0,1.0,-0.09379647841500813,-0.12067336115756017,0.0,0.11271477227189997,0.15053766753883274,0.0,0.0,0.0,0.10068808022667519,-0.10732348787572862,0.0,-0.10155912883222526,0.07083143940353917,0.0,0.09083534354980231,0.0,-0.18635769120810788,0.0,0.0,0.0,0.11774741530778449,0.0647648048211535,0.09745425257274633,-0.08973396621829992,0.051137194871928436,0.0,0.0,0.0,0.0,0.06377567374581553,0.05641777204860101,0.0
"Cluster 551Rv3795, embB, Integral membrane indolylacetylinositol arabinosyltransferase EmbB (EC 2.4.2.-)_11",0.0,-0.058324018662210764,0.0,0.0,0.1286506567407893,0.10390257924769584,0.10390260749870726,0.0,-0.12954937616544857,0.06379372821201396,-0.11844530756180811,0.09642324209789088,0.0,0.0,0.16426077074502457,0.12118675878013457,0.09460100996583526,0.08050994706153902,-0.07083948357059866,0.06201927270434372,0.0,0.0,0.11445706509382708,-0.08831753177550834,0.06626557175317653,-0.050694727482150995,0.0,-0.09379647841500813,1.0,0.24312248108279821,-0.12875180462122882,-0.25669210463858233,0.0,0.08947511997116549,0.09130043173343202,0.0,-0.25649039429761783,-0.08287138226706092,-0.1726700055541423,0.0,0.0,0.23260265710614556,-0.060333161097452626,0.0,0.09691264787942065,-0.2218140310335811,-0.0857741937768303,0.1819056484874603,0.0,-0.09848831859884029,-0.1842487541692425,0.0,-0.11275099518759735,0.0,0.0,0.16446236072040907,0.0,0.0,0.0,0.14792341764937494
"Cluster 551Rv3795, embB, Integral membrane indolylacetylinositol arabinosyltransferase EmbB (EC 2.4.2.-)_9",0.19761803919447976,-0.11233085649088581,-0.08754954690297236,-0.09677136050156145,-0.05013281192909581,-0.06432756071162062,-0.1301735621905283,0.1195869563556346,0.0,0.0,0.0,0.0,0.08007353948630694,0.24010283882348166,0.0,0.06861650017085114,-0.08617872546371823,-0.1307550096522242,0.0,0.12349645151501969,-0.07871522759985068,0.0828031101474209,-0.10578137704651548,-0.08279338899481428,0.06971523214971573,0.10630402224145788,0.13738972191042584,-0.12067336115756017,0.24312248108279821,1.0,-0.11493268514688464,-0.1394514598921512,-0.06013402087520556,-0.12390072403247775,0.14738238190403313,-0.07820300365173237,-0.11677845345778519,0.0,-0.146614157747159,0.0,0.0,0.06624114769246808,0.0,-0.13206008561595178,0.11567306543475459,-0.0724647188387985,-0.06283368527239944,0.0,-0.05844231041265111,-0.12636530878615063,0.0,0.0,-0.06247751203982885,0.0,-0.09464134971945594,-0.08878329843178875,-0.0665729868973639,-0.08838659029488104,0.13758441521020562,0.0
"Cluster 8586Rv2550c, vapB20, DNA-binding protein, CopG family_1",-0.15542682035683927,0.07377221092608668,0.11582102277661695,0.09149279154175664,0.0,0.09908854023576873,0.09113786180246987,-0.074412032577086,-0.05422010794925024,0.0,-0.1580213983808798,0.0,0.09280645926382759,-0.09352181006783293,0.0,0.08776939372786138,0.0,-0.05428222206567705,0.0,-0.06335848529979597,0.059750440119200235,0.0,0.055543493155577266,0.10972959608446992,0.0,-0.12908548154735663,-0.05316744975940496,0.0,-0.12875180462122882,-0.11493268514688464,1.0,0.2073384109465208,-0.12181643252699913,0.09765399884890824,-0.15967479752523087,-0.07300250996946012,0.22426425181324147,0.20274846435523822,0.24060440501888872,0.07408246090190408,0.13294700745160265,-0.13755857074736091,0.07551543904846256,0.05952857718747718,-0.15580312181976427,0.11479037683600371,0.1026117017448007,0.0,0.0,-0.0637188102325148,0.0,0.10789849686306878,0.07129874598052206,0.0,0.0,0.0,0.0,0.0,0.0,0.16078445689278492
