,"Cluster 491Rv0667, rpoB, DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)_4","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_5","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_1","Cluster 491Rv0667, rpoB, DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)_3","Cluster 3930Rv2043c, pncA, Nicotinamidase (EC 3.5.1.19)_10","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_4","Cluster 551Rv3795, embB, Integral membrane indolylacetylinositol arabinosyltransferase EmbB (EC 2.4.2.-)_11","Cluster 551Rv3795, embB, Integral membrane indolylacetylinositol arabinosyltransferase EmbB (EC 2.4.2.-)_9","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_7","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_3","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_2","Cluster 551Rv3795, embB, Integral membrane indolylacetylinositol arabinosyltransferase EmbB (EC 2.4.2.-)_10","Cluster 415Rv0668, rpoC, DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)_6","Cluster 7435Rv0682, rpsL, SSU ribosomal protein S12p (S23e)_2","Cluster 2122Rv3854c, ethA, Monooxygenase EthA (EC 1.-.-.-)_9","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_6","Cluster 551Rv3795, embB, Integral membrane indolylacetylinositol arabinosyltransferase EmbB (EC 2.4.2.-)_2","Cluster 5240Rv3919c, gid, 16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170)_9","Cluster 7435Rv0682, rpsL, SSU ribosomal protein S12p (S23e)_4","Cluster 3881Rv3312c, Rv3312c, Hydrolase, alpha/beta hydrolase fold family_2","Cluster 4244Rv3806c, ubiA, 5-Phosphoribosyl diphosphate (PRPP): decaprenyl-phosphate 5-phosphoribosyltransferase (EC 2.4.2.45)_3","Cluster 893Rv0006, gyrA, DNA gyrase subunit A (EC 5.99.1.3)_5","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_8","Cluster 2178Rv0016c, pbpA, Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)_3","Cluster 3881Rv3312c, Rv3312c, Hydrolase, alpha/beta hydrolase fold family_4","Cluster 4716Rv1433, Rv1433, putative lipoprotein_3","Cluster 4930Rv1221, sigE, Alternative RNA polymerase sigma factor SigE_1","Cluster 5025Rv1597, Rv1597, Methyltransferase_1","Cluster 2117Rv2680, Rv2680, Uncharacterized protein Q1 colocalized with Q_8","Cluster 1237Rv1877, Rv1877, EmrB/QacA family drug resistance transporter_5","Cluster 1396Rv0669c, Rv0669c, Alkaline ceramidase_2","Cluster 1695Rv1635c, Rv1635c, Membrane protein_3","Cluster 5285Rv2206, Rv2206, CblZ, a non-orthologous displasment for Alpha-ribazole-5'-phosphate phosphatase_4","Cluster 2697Rv3074, Rv3074, CONSERVED 13E12 REPEAT FAMILY PROTEIN_3","Cluster 3386Rv3041c, Rv3041c, ABC transporter, ATP-binding protein_2","Cluster 7026Rv2704, Rv2704, RidA/YER057c/UK114 superfamily, group 6_2","Cluster 2697Rv3074, Rv3074, CONSERVED 13E12 REPEAT FAMILY PROTEIN_1","Cluster 4237Rv3516, echA19, Enoyl-CoA hydratase (EC 4.2.1.17)_2","Cluster 3849Rv0265c, Rv0265c, ABC transporter, periplasmic iron-transport lipoprotein_1","Cluster 2754Rv1526c, Rv1526c, Uncharacterized protein Rv1526c/MT1577_1","Cluster 5278Rv3007c, Rv3007c, Oxidoreductase_3","Cluster 491Rv0667, rpoB, DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)_10","Cluster 3205Rv0162c, adhE1, Alcohol dehydrogenase (EC 1.1.1.1)_2","Cluster 4286Rv2859c, Rv2859c, COG2071: predicted glutamine amidotransferases in hypothetical Actinobacterial gene cluster_2","Cluster 4616Rv0852, fadD16, Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD16_2","Cluster 621Rv3513c, fadD18, Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD19_7","Cluster 5093Rv2773c, dapB, 4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)_1","Cluster 3938Rv3754, tyrA, Arogenate dehydrogenase (EC 1.3.1.43)_1","Cluster 1404Rv3156, nuoL, NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)_3","Cluster 2064Rv2090, Rv2090, Probable 5'-3' exonuclease Bsu YpcP_9","Cluster 1695Rv1635c, Rv1635c, Membrane protein_2","Cluster 1258Rv1402, priA, Helicase PriA essential for oriC/DnaA-independent DNA replication_1","Cluster 4842Rv3674c, nth, Endonuclease III (EC 4.2.99.18)_6","Cluster 2032Rv0001, dnaA, Chromosomal replication initiator protein DnaA_5","Cluster 2354Rv0392c, ndhA, NADH dehydrogenase (EC 1.6.99.3)_7","Cluster 3925Rv1647, Rv1647, Purine cyclase-related protein_2","Cluster 1042Rv1837c, glcB, Malate synthase G (EC 2.3.3.9)_5","Cluster 4286Rv2859c, Rv2859c, COG2071: predicted glutamine amidotransferases in hypothetical Actinobacterial gene cluster_1","Cluster 3178Rv2777c, Rv2777c, FF domain protein_2","Cluster 4616Rv0852, fadD16, Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD16_4"
"Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_2",0.0,0.0,0.12307941146169173,0.0,0.0,0.0613199479674888,0.14457915978583236,0.0,0.0,0.14084112570864302,1.0,0.1453872893979696,0.0,0.0,-0.24902948486207452,0.06945282175161538,0.0,0.0,0.05558071386814794,-0.17934222124049365,0.12325856210465362,0.0,0.0,-0.12978957856689358,0.0,-0.08155249377381131,-0.09557988771888444,0.0,0.0,-0.16764945831480596,0.062153782293487975,0.0,0.0952589052829426,0.0,-0.09784840199596889,0.0,0.0,0.0879560799976504,0.0,0.0,0.0,0.0,0.0,0.0,-0.051779676618394575,0.06023979897310416,0.0587719546118638,0.05883558885336046,-0.06663389309996273,0.06358532968080516,-0.06779261037475288,0.08628947016536308,0.07889579074061756,0.0,-0.10672373517934586,0.0,0.0,0.0,0.0,0.0
"Cluster 551Rv3795, embB, Integral membrane indolylacetylinositol arabinosyltransferase EmbB (EC 2.4.2.-)_10",0.0,0.08081083076459919,0.0,0.07965277620509692,0.0,0.07585142029570106,0.06717805272270748,0.13259200412779262,0.12213837575295759,0.20520425456563582,0.1453872893979696,1.0,0.0,0.0,0.05545710580633133,0.0,0.2329339380018664,0.0,0.0,0.0,0.0,0.0,0.0814260885146255,-0.07393338947910742,-0.050701533843739204,0.0,0.06922655264468022,-0.27434811586411456,0.05671222063305524,0.0,0.0,0.056367729995042096,0.0,0.0,0.0,0.0,0.0,0.08834094796348971,0.0,0.0,0.0,0.0,0.0,0.0,-0.06605362117337989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 415Rv0668, rpoC, DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)_6",0.09743366126216339,0.0,0.14000467253437518,-0.06971370164286272,0.0,0.0,0.1084436887906689,-0.05928610393083851,-0.11852808895632333,-0.1765576168573769,0.0,0.0,1.0,0.0,0.0,0.07368847881766684,-0.07122459278494482,-0.09603812138191425,0.1562566028861843,0.0,0.18056509940210227,0.11260989913107976,0.0,0.0,0.0,-0.05354040783508416,0.0,-0.05064685598399893,0.0508467352591774,-0.09933527238771753,0.05525949549782785,0.14027467972672875,0.058991418294505604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08780370884932585,0.0,0.0,0.0,0.07927813413932287,0.0,0.14887449095724967,0.0,0.07676718701117138,0.0,0.0,-0.0702269535466337,-0.05359716696717535,0.0,0.0,0.0
"Cluster 7435Rv0682, rpsL, SSU ribosomal protein S12p (S23e)_2",0.14178669135999605,-0.07020806547373011,0.07922434884039377,-0.06318380487723768,0.08812026272821186,-0.06883943211535418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05022984435060929,-0.12175542504977693,0.0,0.06462771312157381,0.0,0.08895992039628155,0.0,0.06462246378884424,-0.0661535246782789,0.0,0.12391247838123892,0.0,-0.11128453232056636,-0.05744576060983244,-0.0512454488244922,0.0,0.0747795042504417,0.0,0.0,0.0,0.0,0.0,-0.14150717232457943,0.0,-0.08956945937687487,0.0,0.0,0.0,0.0,-0.0555918919571238,-0.12111048199763233,0.0,0.0,0.0,0.0,0.06981303911791724,0.1702013122113035,0.0,0.0,-0.16612513860682765,0.0,0.0,0.0,0.0,0.0
"Cluster 2122Rv3854c, ethA, Monooxygenase EthA (EC 1.-.-.-)_9",0.0,0.11960587955788192,-0.08024736417548606,-0.07290688004479065,0.12482656916878984,-0.06913516353171849,0.0,0.0,0.0,-0.13254617096276816,-0.24902948486207452,0.05545710580633133,0.0,0.0,1.0,-0.058505072893884714,0.10397414121887294,-0.1625342368505905,0.0,0.0,0.056378214303928774,0.08424946531772971,0.0,0.0,0.0,0.0,-0.05556539978042516,-0.06095177778850864,-0.1374967228222235,0.2307946478281274,0.0,0.06049687767633539,0.07149250924384486,0.061087947135543705,0.0,0.0,0.062125782576390225,0.0,-0.11351447737787493,-0.09481621523581178,-0.07563580765760389,0.0,0.0,0.0,0.05767369898807533,-0.05615366373082063,0.0,-0.2016729536428856,-0.10277397731797079,0.0,0.0,0.11307644178681822,0.15712148980258062,-0.051136801992997145,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_6",0.0,0.0,0.0,0.0,-0.057181536745570014,0.0,0.0,-0.125168016887018,0.08959220243966103,0.1360142815179231,0.06945282175161538,0.0,0.07368847881766684,0.05022984435060929,-0.058505072893884714,1.0,0.0,0.11607305096960549,0.06008796568605982,0.05908835576398408,-0.08093958660461568,0.07943668637255792,0.0,0.0,0.0,0.0,0.0,-0.06755930430914207,0.10319945441916258,-0.05437048178322389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3248376377220654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2697928291854153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 551Rv3795, embB, Integral membrane indolylacetylinositol arabinosyltransferase EmbB (EC 2.4.2.-)_2",0.0,0.0,0.12720083033611548,0.05266304824289481,0.0,0.1788684403871413,0.0,0.0,0.13638669683192195,0.20105288611460392,0.0,0.2329339380018664,-0.07122459278494482,-0.12175542504977693,0.10397414121887294,0.0,1.0,0.10430832397129275,0.0,-0.05955985864390489,-0.0866728316630293,0.11873659446049775,0.0,0.0,0.1349538846620058,0.0,0.0,0.0,0.07014913075565692,0.06755777698967866,0.09165300759183101,0.09204796891062235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13738143757573898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13045104595595824,0.0,0.0,0.0,0.0,0.06201155629692255,0.0,0.0,0.0
"Cluster 5240Rv3919c, gid, 16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170)_9",0.1319301411200742,0.0,0.14999702690394606,-0.10358034057200693,0.0,0.0,0.0,0.11838197993745453,0.0,0.0,0.0,0.0,-0.09603812138191425,0.0,-0.1625342368505905,0.11607305096960549,0.10430832397129275,1.0,0.07621044534897459,-0.1651663121167852,-0.050016596577233036,-0.09550889600191383,0.0,0.0,-0.09769973266175666,0.0,0.0,0.11524250453622556,0.0,-0.12981993046635684,0.0,0.0,-0.10440843442700852,0.05331797930715442,0.0,0.0,0.05307432174145147,0.0,-0.2068037338967395,-0.2514524729307572,0.3106538755593575,0.0,0.0,0.0,0.0660058699531114,0.0,0.0,0.0,0.08954000920933806,0.17512332513352738,0.0,0.0,0.0,-0.050521578346157524,-0.05952546476139283,0.0,0.0,0.0,-0.06632818319207683,0.0
"Cluster 7435Rv0682, rpsL, SSU ribosomal protein S12p (S23e)_4",0.0,0.0,0.11545046778583046,-0.1325862781932455,0.14171990610250915,0.0,0.0824353261534303,-0.09766087616056605,-0.08521683837718168,0.0,0.05558071386814794,0.0,0.1562566028861843,0.06462771312157381,0.0,0.06008796568605982,0.0,0.07621044534897459,1.0,-0.05019061114395937,0.08979637026743022,0.0,-0.07744096211934225,-0.1440162575268822,0.0,0.060659579955360754,0.0,-0.057029769108837766,0.15693354909082802,-0.060941846565796744,0.0,0.0,0.0,0.0,-0.3674826626998057,0.053303066191959195,0.0,0.0,-0.0699980300703019,0.0,0.2337083652182766,-0.08405312220893117,0.0,0.08754383309752739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13379815900658928,-0.0678365277705715,0.0,-0.13275140239015895,0.05156094076146793,0.0,0.0
"Cluster 3881Rv3312c, Rv3312c, Hydrolase, alpha/beta hydrolase fold family_2",-0.37017146762377795,-0.1905413307590606,-0.27604479152009537,0.0,-0.16332132746185835,0.16368310818281062,0.06077712632759048,-0.12971999136809118,0.1564020681719346,0.17703788205889864,-0.17934222124049365,0.0,0.0,0.0,0.0,0.05908835576398408,-0.05955985864390489,-0.1651663121167852,-0.05019061114395937,1.0,0.0,0.19790521561540703,0.0,0.0,0.6672499397819632,0.06951926365079922,0.0,-0.09920496291446601,0.06766626522606028,0.0,0.0,0.06725523574036082,0.0,-0.17903503457901535,0.0,0.0,-0.178778369697751,0.0,0.11044323683757916,0.0,-0.36063225559770157,0.0,0.0,0.0,0.0,0.0,-0.1337530728715647,0.0,0.0,-0.17617502780273156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 4244Rv3806c, ubiA, 5-Phosphoribosyl diphosphate (PRPP): decaprenyl-phosphate 5-phosphoribosyltransferase (EC 2.4.2.45)_3",0.058000648327329554,0.05443003439630526,0.2592230061243553,0.0,0.0,0.0,0.09441504133023615,0.08071421220821395,0.0,0.0,0.12325856210465362,0.0,0.18056509940210227,0.08895992039628155,0.056378214303928774,-0.08093958660461568,-0.0866728316630293,-0.050016596577233036,0.08979637026743022,0.0,1.0,0.0,0.08301156415670062,0.0,0.0,-0.09733183200066332,0.0,0.0,-0.07735133007794591,-0.051398311138180316,0.0,0.05061291771523665,0.0,0.0,0.0,0.0,0.0,0.0,-0.22337757131773367,0.0,0.0,0.0,0.0,0.0,0.0,0.1702052908503577,0.0,-0.07381317829002024,-0.12457206015595025,0.0,0.0,-0.13771962135965204,-0.0655674699853702,0.0,0.0,0.0,0.0,0.0,0.0,-0.08504854696637061
"Cluster 893Rv0006, gyrA, DNA gyrase subunit A (EC 5.99.1.3)_5",-0.29912091758645787,-0.16981462471671813,-0.2616619731277934,-0.09064687780740868,0.0,0.0529870649037721,0.050304904649220744,-0.23072245955444712,0.0,0.0,0.0,0.0,0.11260989913107976,0.0,0.08424946531772971,0.07943668637255792,0.11873659446049775,-0.09550889600191383,0.0,0.19790521561540703,0.0,1.0,-0.09190074138080001,-0.05914792872479698,0.1991286398848917,0.0,-0.05021712215529714,-0.15669074874379196,0.0,-0.053186025296537584,0.17425873540137798,0.0,0.0,0.0,0.22716636096079576,0.0,0.0,0.06162373472430718,0.0,0.0,-0.22041164110274944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39326594716328356,0.0,0.0,0.0,0.12705337797801375,0.0,0.0,-0.1013176185640154,0.0,0.0,0.0
"Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_8",0.0,0.13267155527182203,0.07946218677006259,0.0,-0.05180844915308476,0.0,0.05277172436240964,-0.06779887706136005,0.1398353446084504,0.10555629989381954,0.0,0.0814260885146255,0.0,0.06462246378884424,0.0,0.0,0.0,0.0,-0.07744096211934225,0.0,0.08301156415670062,-0.09190074138080001,1.0,0.0,0.0,0.0,0.061275142001488835,-0.08416405742741478,0.05019821498763102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0756198354567323,0.0,0.0,0.0,0.0,-0.1367534447763116,0.0,-0.19607028942816473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 2178Rv0016c, pbpA, Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)_3",0.0,0.07157209095191465,-0.06566754729913235,0.07978260180305415,0.0,0.0,0.0,0.0,0.12647872756901538,0.0,-0.12978957856689358,-0.07393338947910742,0.0,-0.0661535246782789,0.0,0.0,0.0,0.0,-0.1440162575268822,0.0,0.0,-0.05914792872479698,0.0,1.0,0.0,0.0,0.0,0.06437692233131743,-0.050690065472924276,0.05180935947561648,0.0,0.0,0.0,0.0,0.08098312863628301,0.0,0.0,0.13128679631419352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3064920113222607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 3881Rv3312c, Rv3312c, Hydrolase, alpha/beta hydrolase fold family_4",-0.24446684028203305,-0.20626257766363132,-0.09530761533090308,0.0,-0.07523842580679733,0.09841348964341938,0.11478231540057197,0.0,0.10502265318386059,0.15582089539833444,0.0,-0.050701533843739204,0.0,0.0,0.0,0.0,0.1349538846620058,-0.09769973266175666,0.0,0.6672499397819632,0.0,0.1991286398848917,0.0,0.0,1.0,0.05945363346521016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19779376166253465,0.0,-0.29414351598012206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 4716Rv1433, Rv1433, putative lipoprotein_3",0.0,0.0,0.0,0.0,-0.11587394009070379,-0.06611731883777865,0.12321453216508203,0.0,0.09919089937945735,0.05725151713238588,-0.08155249377381131,0.0,-0.05354040783508416,0.12391247838123892,0.0,0.0,0.0,0.0,0.060659579955360754,0.06951926365079922,-0.09733183200066332,0.0,0.0,0.0,0.05945363346521016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18054745873041442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 4930Rv1221, sigE, Alternative RNA polymerase sigma factor SigE_1",0.0,0.0,0.0,0.0,0.0,-0.1985459319764673,-0.10153267784291252,0.1448142237137713,0.0,0.0,-0.09557988771888444,0.06922655264468022,0.0,0.0,-0.05556539978042516,0.0,0.0,0.0,0.0,0.0,0.0,-0.05021712215529714,0.061275142001488835,0.0,0.0,0.0,1.0,-0.051079862320205754,0.1528107887673964,0.0,0.0,0.0,-0.13829114032433293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10921929423806963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 5025Rv1597, Rv1597, Methyltransferase_1",0.0,0.13350719743402706,0.08912110139621099,0.0,0.1364233420153909,-0.1907318435137255,0.0,0.06542895298016031,0.0,-0.0931164831097635,0.0,-0.27434811586411456,-0.05064685598399893,-0.11128453232056636,-0.06095177778850864,-0.06755930430914207,0.0,0.11524250453622556,-0.057029769108837766,-0.09920496291446601,0.0,-0.15669074874379196,-0.08416405742741478,0.06437692233131743,0.0,0.0,-0.051079862320205754,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.507579862119804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 2117Rv2680, Rv2680, Uncharacterized protein Q1 colocalized with Q_8",0.0,0.0,0.13910693015080697,-0.09176010458774249,0.09042823383763719,-0.07843135295931163,-0.07677417660197934,-0.0680772264479218,0.0,0.13386922872062348,0.0,0.05671222063305524,0.0508467352591774,-0.05744576060983244,-0.1374967228222235,0.10319945441916258,0.07014913075565692,0.0,0.15693354909082802,0.06766626522606028,-0.07735133007794591,0.0,0.05019821498763102,-0.050690065472924276,0.0,0.0,0.1528107887673964,0.0,1.0,0.0,0.0,0.06739402655935206,0.0,0.0,0.0,-0.0987178156181178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2992782741004803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 1237Rv1877, Rv1877, EmrB/QacA family drug resistance transporter_5",0.05667024659713388,0.17678531762595243,0.0,0.0,0.12816603701828744,-0.12845792180854554,0.0,0.07155012318529581,0.0,0.0,-0.16764945831480596,0.0,-0.09933527238771753,-0.0512454488244922,0.2307946478281274,-0.05437048178322389,0.06755777698967866,-0.12981993046635684,-0.060941846565796744,0.0,-0.051398311138180316,-0.053186025296537584,0.0,0.05180935947561648,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 1396Rv0669c, Rv0669c, Alkaline ceramidase_2",-0.05965153124027377,-0.13257178139238976,0.11696651530130249,0.0,0.0,0.0,0.08765521949906022,0.10874394411894614,0.0,0.0,0.062153782293487975,0.0,0.05525949549782785,0.0,0.0,0.0,0.09165300759183101,0.0,0.0,0.0,0.0,0.17425873540137798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10542043543322763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07042584265552312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 1695Rv1635c, Rv1635c, Membrane protein_3",0.12255249085327614,0.06242460396048945,0.05079148229681631,-0.12622711711695822,-0.07022851592474724,0.0,0.14086201725218722,-0.05575800714572245,0.0,0.0,0.0,0.056367729995042096,0.14027467972672875,0.0747795042504417,0.06049687767633539,0.0,0.09204796891062235,0.0,0.0,0.06725523574036082,0.05061291771523665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06739402655935206,0.0,0.10542043543322763,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1866064116920375,0.0,0.4597509616231748,0.0,0.3395763435052758,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 5285Rv2206, Rv2206, CblZ, a non-orthologous displasment for Alpha-ribazole-5'-phosphate phosphatase_4",0.13763642425763845,0.0,0.0,-0.062209798119871776,0.0,0.0,0.0,0.0,-0.08683844920645603,0.06381759886007997,0.0952589052829426,0.0,0.058991418294505604,0.0,0.07149250924384486,0.0,0.0,-0.10440843442700852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13829114032433293,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1356066811221318,0.0
"Cluster 2697Rv3074, Rv3074, CONSERVED 13E12 REPEAT FAMILY PROTEIN_3",0.06804697260256524,0.10590499427870685,0.21455233011572888,0.0,0.08678454259419473,-0.05180455434175983,0.0,0.17382818913156742,0.06498372091927973,0.06567016024629563,0.0,0.0,0.0,0.0,0.061087947135543705,0.0,0.0,0.05331797930715442,0.0,-0.17903503457901535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9999499145036038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 3386Rv3041c, Rv3041c, ABC transporter, ATP-binding protein_2",0.0,0.0,-0.0836973017794503,0.09132227928261635,-0.06584603139256018,0.0,0.0,0.09638821851486473,0.0,-0.08673253350912892,-0.09784840199596889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3674826626998057,0.0,0.0,0.22716636096079576,0.0,0.08098312863628301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 7026Rv2704, Rv2704, RidA/YER057c/UK114 superfamily, group 6_2",0.0,-0.082851608941504,-0.09188476827203516,0.09293039936909651,0.05440390895669289,0.0,0.07586264405082142,-0.10969334285031948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053303066191959195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0987178156181178,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 2697Rv3074, Rv3074, CONSERVED 13E12 REPEAT FAMILY PROTEIN_1",0.06781113104332936,0.10614488359217551,0.21412997855370214,0.0,0.08718421907981863,-0.050879850907753585,0.0,0.17407155968239246,0.0651282838881064,0.06542780946948049,0.0,0.0,0.0,0.0,0.062125782576390225,0.0,0.0,0.05307432174145147,0.0,-0.178778369697751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999499145036038,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cluster 4237Rv3516, echA19, Enoyl-CoA hydratase (EC 4.2.1.17)_2",0.0,0.0,0.0,0.0,-0.13415483465384145,-0.06787107319497737,0.112761595326079,0.0,0.0,0.0,0.0879560799976504,0.08834094796348971,0.0,-0.14150717232457943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06162373472430718,0.0,0.13128679631419352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
