,"Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_3","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_6","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_1","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_7","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_5","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_2","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_8","Cluster 1116Rv1908c, katG, Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7)_4","Cluster 4738Rv1484, inhA, Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)_1","Cluster 1237Rv1877, Rv1877, EmrB/QacA family drug resistance transporter_5","Cluster 2178Rv0016c, pbpA, Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)_3","Cluster 4498Rv0838, lpqR, D-alanyl-D-alanine dipeptidase (EC 3.4.13.22)_2","Cluster 1396Rv0669c, Rv0669c, Alkaline ceramidase_2","Cluster 3849Rv0265c, Rv0265c, ABC transporter, periplasmic iron-transport lipoprotein_1","Cluster 1258Rv1402, priA, Helicase PriA essential for oriC/DnaA-independent DNA replication_1","Cluster 7026Rv2704, Rv2704, RidA/YER057c/UK114 superfamily, group 6_2","Cluster 5659Rv0475, hbhA, Iron-regulated heparin binding hemagglutinin HbhA (Adhesin)_3","Cluster 1601Rv0118c, oxcA, Oxalyl-CoA decarboxylase (EC 4.1.1.8)_6","Cluster 3438Rv1451, ctaB, Heme O synthase, protoheme IX farnesyltransferase (EC 2.5.1.-) COX10-CtaB_1","Cluster 5285Rv2206, Rv2206, CblZ, a non-orthologous displasment for Alpha-ribazole-5'-phosphate phosphatase_4","Cluster 4010Rv1011, ispE, 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)_3","Cluster 3737Rv1518, Rv1518, Glycosyltransferase PglI (EC 2.4.1.-)_3","Cluster 203Rv2476c, gdh, NAD-specific glutamate dehydrogenase (EC 1.4.1.2), large form_1","Cluster 5025Rv1597, Rv1597, Methyltransferase_1","Cluster 2940Rv2265, Rv2265, Uncharacterized protein Rv2265/MT2327_1","Cluster 2698Rv3565, aspB, Valine--pyruvate aminotransferase (EC 2.6.1.66)_2","Cluster 4716Rv1433, Rv1433, putative lipoprotein_3","Cluster 1180Rv0570, nrdZ, Ribonucleotide reductase of class II (coenzyme B12-dependent) (EC 1.17.4.1)_3","Cluster 2642Rv3899c, Rv3899c, Vegetative cell wall protein gp1 precursor_4","Cluster 3849Rv0265c, Rv0265c, ABC transporter, periplasmic iron-transport lipoprotein_2","Cluster 2178Rv0016c, pbpA, Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)_2","Cluster 1578Rv1132, Rv1132, putative membrane protein_8","Cluster 4913Rv1339, Rv1339, Metal-dependent hydrolases of the beta-lactamase superfamily III_2","Cluster 621Rv3513c, fadD18, Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD19_7","Cluster 8291Rv3770A, Rv3770A, PROBABLE REMNANT OF A TRANSPOSASE_1","Cluster 5114Rv1483, fabG1, 3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)_1","Cluster 3137Rv2786c, ribF, FMN adenylyltransferase (EC 2.7.7.2) / Riboflavin kinase (EC 2.7.1.26)_3","Cluster 6811Rv2698, Rv2698, FIG01105974: Probable conserved alanine rich transmembrane protein_4","Cluster 5046Rv2208, cobS, Cobalamin synthase (EC 2.7.8.26)_3","Cluster 6010Rv1203c, Rv1203c, ATPase_3","Cluster 3770Rv2982c, gpdA2, Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)_5","Cluster 4931Rv1270c, lprA, Lipoprotein LprA_2","Cluster 1736Rv3280, accD5, Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)_2","Cluster 2457Rv3790, dprE1, Heteromeric decaprenylphosphoryl-beta-D-ribose 2'-epimerase (EC 1.1.98.3) subunit DprE1_1","Cluster 4287Rv2198c, mmpS3, Putative membrane protein MmpS3_2","Cluster 6226Rv0984, moaB2, Molybdenum cofactor biosynthesis protein MoaB_3","Cluster 2940Rv2265, Rv2265, Uncharacterized protein Rv2265/MT2327_3","Cluster 2642Rv3899c, Rv3899c, Vegetative cell wall protein gp1 precursor_5","Cluster 3680Rv3917c, parB, Chromosome (plasmid) partitioning protein ParB / Stage 0 sporulation protein J_4","Cluster 8291Rv3770A, Rv3770A, PROBABLE REMNANT OF A TRANSPOSASE_2","Cluster 4287Rv2198c, mmpS3, Putative membrane protein MmpS3_3","Cluster 4286Rv2859c, Rv2859c, COG2071: predicted glutamine amidotransferases in hypothetical Actinobacterial gene cluster_1","Cluster 3737Rv1518, Rv1518, Glycosyltransferase PglI (EC 2.4.1.-)_4","Cluster 1335Rv3667, acs, Acetyl-CoA synthetase (EC 6.2.1.1)_1","Cluster 5264Rv3434c, Rv3434c, putative membrane protein_2","Cluster 3865Rv1244, lpqZ, Glycine betaine/L-proline transport substrate-binding protein ProX (TC 3.A.1.12.1)_1","Cluster 2212Rv0346c, ansP2, L-asparagine permease_2","Cluster 1428Rv3871, eccCb1, FtsK/SpoIIIE family protein EccCb1, component of Type VII secretion system ESX-1_1","Cluster 4197Rv1189, sigI, RNA polymerase sigma factor_1","Cluster 2064Rv2090, Rv2090, Probable 5'-3' exonuclease Bsu YpcP_3"
"Cluster 2178Rv0016c, pbpA, Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)_3",0.206896447691299,-0.2885725595901608,-0.37691036553274215,0.2161077814890592,-0.3452592122967892,-0.33588583942875233,0.2397440702013498,0.3747954471148932,-0.3058897593114856,-0.1894497289557626,1.0,0.24040389468715384,0.061304816947545644,0.0,-0.14096557162418705,0.07356105667500505,0.11214231051868317,-0.14578793264077874,0.0,0.0775663180280835,0.0,0.10609988690876604,0.0,-0.11284874618247188,0.0,-0.1221212199923867,0.12497871693264873,0.0,0.076406795719385,0.0,0.611279935769682,0.0,-0.0833940071698817,0.11036887443071552,0.13401450769110093,0.0,0.0,0.0,0.0,0.0,0.0579290986889947,0.07579937241212902,0.0,0.0,0.06774205543854497,-0.08552215864033276,0.0,0.11440455369491595,0.0,0.09161150227982223,0.10197300220648528,-0.19815830850646088,0.07719568328011682,0.0,0.0,0.0,0.054564402684939506,0.0,0.0,0.0
"Cluster 4498Rv0838, lpqR, D-alanyl-D-alanine dipeptidase (EC 3.4.13.22)_2",0.28513091067469604,-0.3508764359260503,-0.4250544135087802,0.22532938687784215,-0.38594976532919045,-0.4040101190071699,0.1494260723236856,0.2534110736978638,-0.3610092936096218,-0.29417936079295964,0.24040389468715384,1.0,0.21070320515946406,0.0,0.0,0.07323242428582927,0.19685695579716492,-0.07363802417622971,0.0,0.25277069974695887,0.09012981231276924,0.11103982233090083,0.0,0.05548185711239954,0.15232292858727503,-0.07996835877207822,0.12384862537774627,0.0,0.0,-0.07849322630749589,0.0,0.054706124955478205,-0.05249822597806463,0.05307844180936543,0.0951890494030524,0.0,-0.19897694938323915,0.0,0.0,-0.059859870610656084,0.0,0.09062089904079092,0.0,0.0,0.10926528439381492,-0.05958596466351694,0.192893420804932,0.1799484896035063,0.05122287050872162,0.0,0.06259898362914723,-0.12433123196938936,0.07797545022462582,0.0,0.0,0.0,0.11670284457451313,-0.09640351292398552,-0.10018510065630999,0.0
"Cluster 1396Rv0669c, Rv0669c, Alkaline ceramidase_2",0.23728273547353113,-0.2727377605778147,-0.3326845521649363,0.2732256811644232,-0.32241338947115983,-0.2944274539108318,0.21601356595578355,0.18909730348042947,-0.15034212037891867,-0.18518092431481434,0.061304816947545644,0.21070320515946406,1.0,0.0871987477025204,0.0,0.18357210149187791,0.08808832515376636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15803838447914748,-0.05957061624471301,0.10067216250135105,-0.10908322321497249,-0.052159617835842276,0.0,-0.07827444027651351,-0.10940073356913371,0.07449212052448434,0.0,0.07031138196746442,0.0,-0.1516819077103518,-0.06377475571472964,0.11850668108547416,0.0,-0.16976958301957532,0.12141770850045847,0.10574085925495352,0.06080051823341937,0.10728963096549696,-0.10435125781675074,0.07548225505829716,0.0,0.0,0.0,0.08339804861574981,0.0,0.0,0.0,0.0,0.062482582773861504,0.07633800642446847,0.0,-0.11768199777850666,0.0
"Cluster 3849Rv0265c, Rv0265c, ABC transporter, periplasmic iron-transport lipoprotein_1",0.123183995618977,-0.17037829949358835,-0.24621592171942397,0.18770405685235478,-0.2275527412358372,-0.2162625962775663,0.09984758284551326,0.16122375690014393,-0.0834952408126376,-0.1689183636140384,0.0,0.0,0.0871987477025204,1.0,-0.1324405790040951,-0.07496787677562831,0.0,0.06898113226570123,0.0,0.0,0.0,0.0,0.0,-0.16048432250718636,0.0,0.0,0.15571006254596306,0.0,-0.058833362378114144,0.7937821977930208,0.05909083211170258,0.0,0.0,0.0,0.0,0.0,-0.08304280382037292,0.07087210506645691,0.0,-0.06575703456771025,0.0,0.128316268226556,0.11776069465920176,0.0,-0.06422816461849895,-0.07768038680093177,-0.06683797346818035,0.08527358809979642,0.0,0.0,-0.08527211771959366,-0.06407337670017473,0.0,0.0,0.0,0.0,0.0,0.0,-0.0689306383884002,0.0
"Cluster 1258Rv1402, priA, Helicase PriA essential for oriC/DnaA-independent DNA replication_1",-0.1646986353036607,0.14674446535100835,0.21200206938947486,-0.17174215973719573,0.25485935195714693,0.16403138789639493,-0.21414790087642893,-0.21313227232168874,0.0,0.236053897190466,-0.14096557162418705,0.0,0.0,-0.1324405790040951,1.0,0.0,0.05434403895399308,0.0,0.0,0.0,0.0,0.0,-0.09206178381166134,0.0,-0.0778036967539658,0.053141605960181276,-0.07881837182671851,0.0,0.0,-0.06326453849066668,-0.05202023504781671,0.0,0.0,0.0,0.0,0.0,0.08506997934200296,0.05945556709094129,0.0,0.06989875656011525,0.11997612567061755,-0.07227644222734703,-0.1531602017308195,0.0,-0.14938325666211508,0.0,0.0,0.0,0.0,0.0,-0.0727191308775783,0.0,0.0,0.0,0.0,0.0,0.0,-0.08485472122586173,0.0,0.0
"Cluster 7026Rv2704, Rv2704, RidA/YER057c/UK114 superfamily, group 6_2",0.1773985217981939,-0.1528808380640784,-0.2022162559690863,0.09356007552936095,-0.24571820355125057,-0.19373119107646902,0.15746434921319008,0.13675547312127292,-0.06011883318939706,-0.10047944094127462,0.07356105667500505,0.07323242428582927,0.18357210149187791,-0.07496787677562831,0.0,1.0,0.09298169908007299,-0.1146851205633384,-0.06286107987060313,0.06966956642958318,0.0,0.0,0.12070415380347942,0.1036209143323851,0.0,-0.08430837812050254,0.0,0.0,0.0,-0.0690579612654482,-0.05597107766722344,0.0,0.05007811193940683,0.0,0.0,0.08641996206989482,-0.07534062111689517,-0.05772276724960876,-0.05385547382633139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06127307008123756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11334153514702995,0.0,0.06302444304684851,0.0,0.053693544904441455
"Cluster 5659Rv0475, hbhA, Iron-regulated heparin binding hemagglutinin HbhA (Adhesin)_3",0.16524530071247145,-0.17816671299624767,-0.21009678340475194,0.17896300138445345,-0.14844388085499027,-0.27885778053891713,0.12449277379774214,0.0,-0.14569915613962225,-0.12291925383963428,0.11214231051868317,0.19685695579716492,0.08808832515376636,0.0,0.05434403895399308,0.09298169908007299,1.0,-0.06638976743814663,0.09228499172522686,0.0,-0.06396649353653085,0.05459102542118913,0.0,-0.15150430970843676,-0.08121932162923372,0.0,0.0,0.0,0.0,0.0,0.0,0.07279284265267093,0.0,0.0,0.0,0.0,0.0,0.0,0.09611154119082226,0.0,0.0,0.0,0.0,0.08121300492612615,0.0,0.0550084518432001,0.0,0.056373218652559114,-0.09133927669528075,0.0,0.0,-0.0844833907167772,0.0,0.0,0.07164764677357768,0.12378305557075256,0.0,-0.06182234690136424,-0.09596031058396771,0.0
"Cluster 1601Rv0118c, oxcA, Oxalyl-CoA decarboxylase (EC 4.1.1.8)_6",-0.1894295261713482,0.1691857201335103,0.193223568695326,-0.19320927838697147,0.1974630083019936,0.2636750534128579,0.0,-0.14092490405982827,0.3101189253964035,0.09132428242608885,-0.14578793264077874,-0.07363802417622971,0.0,0.06898113226570123,0.0,-0.1146851205633384,-0.06638976743814663,1.0,0.0,-0.09898584538839952,0.0,-0.12333590814999024,0.0,0.1991755852699979,-0.09622194413375817,0.0,0.0,0.0,0.0,0.05478392120167951,-0.06819624781778076,0.0,0.0,0.059281888944610846,0.0,0.0,0.0,0.0,-0.07946296234406607,0.0,0.0,0.0,0.0,0.0,-0.17647158129787982,0.07011182375372875,0.0,0.08027813419517411,0.0,0.0,-0.12047599815841228,0.0,0.0,0.0,0.0,0.0,0.0,0.06408635670129792,0.0522881707784287,0.0
"Cluster 3438Rv1451, ctaB, Heme O synthase, protoheme IX farnesyltransferase (EC 2.5.1.-) COX10-CtaB_1",0.13331174941151142,-0.1655428345416739,-0.12943868513795773,0.08758763872528147,-0.12742810821225165,-0.1670354350694264,0.0,0.08663005522561931,-0.07169861144698353,0.0,0.0,0.0,0.0,0.0,0.0,-0.06286107987060313,0.09228499172522686,0.0,1.0,0.0,0.0,-0.09627117657562378,0.0,0.0,-0.06800801846186731,-0.05807510699713602,0.0,-0.06497126847940206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07611557741078959,0.0,0.0,-0.07305050660877853,0.0,0.0,0.06113114353624232,0.0,-0.11838091554692597,0.0,0.0,0.0,0.0,0.0,0.0,-0.09149988303154223,0.0,0.0,-0.05132564159184945,-0.05273639886459681,0.0,0.0,0.0
"Cluster 5285Rv2206, Rv2206, CblZ, a non-orthologous displasment for Alpha-ribazole-5'-phosphate phosphatase_4",0.13653387173542225,-0.18198759447844884,-0.20457377265116936,0.08295621620962465,-0.23684563416761553,-0.231170918120123,0.09554061473373228,0.11787339070197288,-0.09662061740262246,-0.156462327167965,0.0775663180280835,0.25277069974695887,0.0,0.0,0.0,0.06966956642958318,0.0,-0.09898584538839952,0.0,1.0,-0.11478039994087538,0.09787802971937287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.058233505028178686,0.0,0.0,0.18039784541915876,0.08022864749349307,0.0,-0.17191471692036456,-0.06272651150989175,0.0,0.0,0.0,0.15186424659187914,0.0,0.0,-0.07279234070136482,0.0,0.09533173299516676,0.07562139294844622,-0.07262756610153712,0.0,-0.09022573208804947,0.0,0.17698598493860207,0.0,0.07192203288549127,0.0,0.06974605386174061,0.0,-0.07751591120930049,0.0
"Cluster 4010Rv1011, ispE, 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)_3",-0.08536310980068683,0.2157582909358661,0.0,-0.09074437221641363,0.09663158069480011,0.1907340023299224,0.0,0.0,-0.3218724856982849,-0.06369870475804525,0.0,0.09012981231276924,0.0,0.0,0.0,0.0,-0.06396649353653085,0.0,0.0,-0.11478039994087538,1.0,0.06843425373181933,-0.1363960136316171,-0.0636865052737743,0.0,0.0,0.0,0.09101714088257927,0.21368240478519548,0.0,-0.0666796828626676,0.07605071498129747,0.0,-0.05258398151593673,0.0,0.0,0.0,0.0,0.0,0.07782955387452102,0.0,0.08176243537049735,-0.07352911505743388,0.0,0.0,0.0,0.0,-0.05135872174422841,0.06647845464346626,-0.0705013406311589,0.0,0.0,0.0,-0.05642146263672271,0.0,-0.08502791798269105,0.0,0.0,0.08691560476364076,-0.14466788195475297
"Cluster 3737Rv1518, Rv1518, Glycosyltransferase PglI (EC 2.4.1.-)_3",0.07260733351686884,-0.11006664180311371,-0.10017064332694901,0.09170197209404615,-0.072503256738057,-0.12296241985918413,0.06849535464625917,0.0,-0.19141882897636261,-0.08999640590565348,0.10609988690876604,0.11103982233090083,0.0,0.0,0.0,0.0,0.05459102542118913,-0.12333590814999024,-0.09627117657562378,0.09787802971937287,0.06843425373181933,1.0,0.0,-0.05906529342065043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062282207641817675,0.05839917338390843,0.0,0.07181911067828234,0.0,0.0,0.0,0.0,0.0,0.0,0.052117506479031656,0.0,-0.08453292939682418,0.05857405018318465,0.05889051371106291,0.0,0.0,0.0,0.06031927604516242,0.0,0.0,0.549726282175779,-0.05598098990021014,0.0,-0.05616943825385591,0.0,-0.08824204450785457,-0.17450898504993578,0.05367286765917607
"Cluster 203Rv2476c, gdh, NAD-specific glutamate dehydrogenase (EC 1.4.1.2), large form_1",0.23046497219700263,-0.184613332033728,-0.17283318786652527,0.14085604379950725,-0.18974468752487417,-0.20257413116429346,0.1179618829347521,0.2306719650038284,0.11957944134182917,-0.10339102722030752,0.0,0.0,0.0,0.0,-0.09206178381166134,0.12070415380347942,0.0,0.0,0.0,0.0,-0.1363960136316171,0.0,1.0,-0.06511720535668927,0.0,0.0,0.0,-0.10414261059057757,0.0,0.0,0.0,-0.07719395408436776,0.0,0.0,-0.07450346351287779,0.0,-0.052979642151065154,-0.06821562951527342,0.050366667682931854,0.0,0.0,0.0,-0.06035751453276687,0.11450311496128125,0.07641486322843995,-0.06590710050652064,0.0,0.0,0.0,0.0,0.0,-0.10247360622527554,0.0,0.0,0.10097412666189884,0.052956153251170514,0.0,0.0,-0.14793646824356568,0.10204063328571927
"Cluster 5025Rv1597, Rv1597, Methyltransferase_1",-0.12262577959815726,0.10198895264345985,0.13006965786434724,-0.11831585653720099,0.13431403247237905,0.07750745799048088,-0.1008800706939975,-0.13449169923915813,0.11895425711470395,0.06850708855993397,-0.11284874618247188,0.05548185711239954,0.0,-0.16048432250718636,0.0,0.1036209143323851,-0.15150430970843676,0.1991755852699979,0.0,0.0,-0.0636865052737743,-0.05906529342065043,-0.06511720535668927,1.0,0.0,0.0,-0.06034389625653106,0.0,0.06469485376909265,-0.1916427803779751,-0.15352322714644803,0.0,-0.0803736608380038,0.0,0.0,0.09801473304610873,0.0,0.0,0.0,-0.07804502746085322,-0.08446378225768424,-0.057495081173975095,-0.060550486480716814,0.0,-0.12894276585903786,0.05833915311616342,0.13765230818754018,0.0,0.0,0.0,-0.0850624739311747,0.13481568286135076,0.0,0.05487796105997552,0.0,0.0,0.0,0.0,0.09725862085874745,-0.06541197898688383
"Cluster 2940Rv2265, Rv2265, Uncharacterized protein Rv2265/MT2327_1",0.17598985229132968,-0.1257683910250259,-0.15506590559094757,0.09779678562666519,-0.1483685802122205,-0.15085083045290032,0.13487426134018432,0.15424398782392465,-0.11366754147750417,-0.16629569577312248,0.0,0.15232292858727503,0.15803838447914748,0.0,-0.0778036967539658,0.0,-0.08121932162923372,-0.09622194413375817,-0.06800801846186731,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.11149824013343226,-0.08383567376184765,0.0,0.0,0.0,0.0,0.10651146331060671,0.1671734988413504,0.07826925742712243,0.0,0.0,0.0,-0.1739300557041253,-0.16042250702759597,-0.0592646817867129,0.1300851469269861,0.0,0.06557682667794662,-0.07928525592957748,0.6887610556331423,-0.0693751175477575,0.0,0.11302168093887147,0.0,-0.06236240699703895,-0.05992438496967295,0.05627724463503052,0.0,-0.055711754292727234,0.0,0.0,0.0,0.0
"Cluster 2698Rv3565, aspB, Valine--pyruvate aminotransferase (EC 2.6.1.66)_2",-0.0646169646578747,0.07784485606407551,0.13975227508583857,0.0,0.1430987447043364,0.12379617647640592,-0.12478006134637588,0.0,0.0,0.059959118991754316,-0.1221212199923867,-0.07996835877207822,-0.05957061624471301,0.0,0.053141605960181276,-0.08430837812050254,0.0,0.0,-0.05807510699713602,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.15434681834167055,0.0,0.11344101679430948,-0.07283952549916864,-0.08911784300736457,0.09277841805051379,0.050258053564676684,0.06735143034503134,0.0,-0.11420828780919297,0.0,0.0,0.0,0.0,0.07738772833461958,0.0,0.0,0.0,-0.057682223784014525,-0.08757861197612621,-0.06644031483872616,-0.05963873265698163,0.0,0.0,-0.0670134690344618,0.09144774428733932,0.0,0.0,0.0,0.0,0.0,-0.05884776275932144,0.06399568914117598,0.0920446849447075
"Cluster 4716Rv1433, Rv1433, putative lipoprotein_3",0.18711066505847815,-0.23129929019000348,-0.2216141395192053,0.1462285758473745,-0.23629574532035916,-0.15949698668676593,0.18109992846797027,0.1827911366334585,-0.1421313608453732,-0.1671406788235235,0.12497871693264873,0.12384862537774627,0.10067216250135105,0.15571006254596306,-0.07881837182671851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06034389625653106,0.0,-0.15434681834167055,1.0,0.0,0.06344454019598159,0.15521082310142603,0.07079020742400922,0.0,0.0,0.0,0.16600326083808858,0.0,-0.11367390222384932,0.0,0.0,0.0,0.0,0.0,0.06354270366016457,0.0,0.0,0.0,0.0,0.0,0.0,0.09991793656312176,-0.06305339127205599,-0.07691389752817142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05615008477964698
"Cluster 1180Rv0570, nrdZ, Ribonucleotide reductase of class II (coenzyme B12-dependent) (EC 1.17.4.1)_3",-0.16728446629545052,0.16124660260642681,0.1623781603195796,-0.1209492891354789,0.15905806066816824,0.1859183203615119,-0.14812281101799027,-0.17690599040699415,-0.07919674187402448,0.0,0.0,0.0,-0.10908322321497249,0.0,0.0,0.0,0.0,0.0,-0.06497126847940206,0.0,0.09101714088257927,0.0,-0.10414261059057757,0.0,-0.11149824013343226,0.0,0.0,1.0,0.09906346849117587,0.0,-0.11063594563528373,0.05539734778655145,0.0,0.0,-0.058655902214693835,-0.05409694795546482,0.09565571847129209,-0.09817751610480617,-0.12366942734678632,0.07194761483448926,0.0,0.0,0.0,0.0,-0.12202188744744652,0.0,0.0,-0.08168107220035073,0.0,0.0,0.0,0.0,0.0,0.0,0.085495661278759,0.0,-0.0632868811492277,0.11226219949329354,0.0,-0.061208358543607934
"Cluster 2642Rv3899c, Rv3899c, Vegetative cell wall protein gp1 precursor_4",-0.10145564731143639,0.08803892001514524,0.0,-0.11960793147646379,0.1341919605059657,0.09957940846884707,-0.07166786226027384,-0.14108862423410662,-0.17414502950625574,0.0,0.076406795719385,0.0,-0.052159617835842276,-0.058833362378114144,0.0,0.0,0.0,0.0,0.0,0.0,0.21368240478519548,0.0,0.0,0.06469485376909265,-0.08383567376184765,0.11344101679430948,0.06344454019598159,0.09906346849117587,1.0,-0.05827779283609359,0.051534099116757014,0.14190975391029248,0.0,0.0,0.0,0.0704349590319529,-0.06991753706357523,0.0,0.0,-0.06468859856751843,0.06518053039230554,0.0,0.0,-0.06177697949683053,-0.061685971657659135,-0.07231989821853231,0.0,0.08401258746614111,0.0,0.0,0.0,-0.05899258709828323,0.0,-0.06539116709609105,0.11608355590970107,0.0,0.11026659717110013,0.1425991135645603,0.09358706638056016,0.0
"Cluster 3849Rv0265c, Rv0265c, ABC transporter, periplasmic iron-transport lipoprotein_2",0.0,0.0,-0.1153665057034617,0.10705527493897662,-0.12606792774544437,-0.09203101979358219,0.06519680176921158,0.10202634647468695,-0.07405560823453312,0.0,0.0,-0.07849322630749589,0.0,0.7937821977930208,-0.06326453849066668,-0.0690579612654482,0.0,0.05478392120167951,0.0,0.0,0.0,0.0,0.0,-0.1916427803779751,0.0,-0.07283952549916864,0.15521082310142603,0.0,-0.05827779283609359,1.0,0.09936878130482284,-0.05795652840849839,0.0,0.0,0.0,0.0,0.0,0.05428688798195438,0.0,0.0,0.0,0.1052874411904583,0.05021185356774763,0.0,-0.06577920338359494,0.0,0.0,0.0,0.0,0.0,-0.0831480431083902,-0.08057750863622506,0.0,-0.06434378624272337,-0.07947144071428612,0.0,-0.05104560641733775,-0.09283835133537259,0.0,0.0
"Cluster 2178Rv0016c, pbpA, Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)_2",0.0,-0.06611637863765073,-0.07243478113713396,0.0,0.0,0.0,0.0857070803354248,0.08348860123840905,-0.11816076572264261,0.0,0.611279935769682,0.0,-0.07827444027651351,0.05909083211170258,-0.05202023504781671,-0.05597107766722344,0.0,-0.06819624781778076,0.0,-0.058233505028178686,-0.0666796828626676,0.0,0.0,-0.15352322714644803,0.0,-0.08911784300736457,0.07079020742400922,-0.11063594563528373,0.051534099116757014,0.09936878130482284,1.0,0.0,0.0,0.05249482932927136,0.06335555570294679,0.0,0.12017095747676446,0.052652942671388474,0.0,-0.07355615599009034,0.0,0.0,0.0,0.0,0.07131439283578868,0.0,-0.12633164042562575,0.0,0.0,0.06701556713222163,0.076476948796187,-0.10063589609737983,0.0,-0.05104893550167714,0.0,-0.08421637491202529,0.0,-0.061535036184836606,0.0,0.0
"Cluster 1578Rv1132, Rv1132, putative membrane protein_8",-0.08715400081253202,0.14951423268555133,0.061515558533128734,0.0,0.11982019243540236,0.09439242439227304,0.0,-0.23610814267594357,-0.16433070348620907,-0.08936342931105294,0.0,0.054706124955478205,-0.10940073356913371,0.0,0.0,0.0,0.07279284265267093,0.0,0.0,0.0,0.07605071498129747,0.062282207641817675,-0.07719395408436776,0.0,0.0,0.09277841805051379,0.0,0.05539734778655145,0.14190975391029248,-0.05795652840849839,0.0,1.0,-0.06004195852159334,-0.06819204607032138,0.0,0.0,0.0,0.0729753026834585,0.0,0.0951349159073239,0.0,0.0,0.052490542198958,0.0,0.0,0.0,0.0,0.0,0.08637722415870804,0.0,0.0,0.06347777737225542,0.0,0.0,0.0,0.0,0.0,0.0,0.07502547374449754,0.06602773304132306
"Cluster 4913Rv1339, Rv1339, Metal-dependent hydrolases of the beta-lactamase superfamily III_2",0.0,0.0,0.051873065802927686,-0.08759247772772985,0.07863948429928959,0.0,0.0,-0.06293592220799527,-0.06076147971638898,0.09318562665823552,-0.0833940071698817,-0.05249822597806463,0.07449212052448434,0.0,0.0,0.05007811193940683,0.0,0.0,0.0,0.0,0.0,0.05839917338390843,0.0,-0.0803736608380038,0.0,0.050258053564676684,0.0,0.0,0.0,0.0,0.0,-0.06004195852159334,1.0,-0.06971329737575015,0.060805685966125,0.07207688448674952,0.0,-0.05973280048791022,0.0,0.0,0.07643683169424571,0.05065800278133381,0.06004065512882273,0.0,0.0,-0.05120226335996081,0.0,0.0,0.1455519255404123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09173253147814348,0.0
"Cluster 621Rv3513c, fadD18, Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD19_7",0.07642442341138543,-0.09693920593144065,-0.1436946892985632,0.06661796239682946,-0.10418276614089876,-0.11681293465791746,0.07329732711865508,0.13758596631191514,0.07636932374897941,-0.07762853846393707,0.11036887443071552,0.05307844180936543,0.0,0.0,0.0,0.0,0.0,0.059281888944610846,0.0,0.18039784541915876,-0.05258398151593673,0.0,0.0,0.0,0.10651146331060671,0.06735143034503134,0.0,0.0,0.0,0.0,0.05249482932927136,-0.06819204607032138,-0.06971329737575015,1.0,0.0,-0.0814996150635998,-0.0698531818836921,0.0,0.0,0.0,0.0,-0.09038185790648706,0.0,0.0,0.0,0.0,0.07317366756680616,0.0,-0.1261930907422965,0.0,0.0,0.0,0.0,0.06774595502205871,0.0,0.0,0.08863657659977235,-0.1790138362096492,0.06182532739605179,0.1308465285895098
